# 韩国人名用汉字
# https://github.com/rutopio/Korean-Name-Hanja-Charset
# https://github.com/zispace/data-hanja
# https://hanja.dict.naver.com/#/category/name
#
# hanja	unicode	pua	consonant	hangul

瑂	U+7442	0	ㅁ	미
眉	U+7709	0	ㅁ	미
米	U+7C73	0	ㅁ	미
糜	U+7CDC	0	ㅁ	미
縻	U+7E3B	0	ㅁ	미
美	U+7F8E	0	ㅁ	미
苿	U+82FF	0	ㅁ	미
菋	U+83CB	0	ㅁ	미
薇	U+8587	0	ㅁ	미
蘪	U+862A	0	ㅁ	미
蘼	U+863C	0	ㅁ	미
謎	U+8B0E	0	ㅁ	미
躾	U+8EBE	0	ㅁ	미
迷	U+8FF7	0	ㅁ	미
郿	U+90FF	0	ㅁ	미
靡	U+9761	0	ㅁ	미
麋	U+9E8B	0	ㅁ	미
黴	U+9EF4	0	ㅁ	미
𥹄	U+25E44	0	ㅁ	미
䃉	U+40C9	0	ㅁ	민
䪸	U+4AB8	0	ㅁ	민
僶	U+50F6	0	ㅁ	민
岷	U+5CB7	0	ㅁ	민
忞	U+5FDE	0	ㅁ	민
忟	U+5FDF	0	ㅁ	민
怋	U+600B	0	ㅁ	민
悶	U+60B6	0	ㅁ	민
愍	U+610D	0	ㅁ	민
慜	U+615C	0	ㅁ	민
憫	U+61AB	0	ㅁ	민
抿	U+62BF	0	ㅁ	민
敃	U+6543	0	ㅁ	민
敏	U+654F	0	ㅁ	민
旻	U+65FB	0	ㅁ	민
旼	U+65FC	0	ㅁ	민
暋	U+668B	0	ㅁ	민
民	U+6C11	0	ㅁ	민
泯	U+6CEF	0	ㅁ	민
潣	U+6F63	0	ㅁ	민
玟	U+739F	0	ㅁ	민
珉	U+73C9	0	ㅁ	민
琘	U+7418	0	ㅁ	민
琝	U+741D	0	ㅁ	민
瑉	U+7449	0	ㅁ	민
盿	U+76FF	0	ㅁ	민
眠	U+7720	0	ㅁ	민
砇	U+7807	0	ㅁ	민
緍	U+7DCD	0	ㅁ	민
緡	U+7DE1	0	ㅁ	민
罠	U+7F60	0	ㅁ	민
脗	U+8117	0	ㅁ	민
苠	U+82E0	0	ㅁ	민
鈱	U+9231	0	ㅁ	민
錉	U+9309	0	ㅁ	민
鍲	U+9372	0	ㅁ	민
閔	U+9594	0	ㅁ	민
閩	U+95A9	0	ㅁ	민
鰵	U+9C35	0	ㅁ	민
黽	U+9EFD	0	ㅁ	민
密	U+5BC6	0	ㅁ	밀
樒	U+6A12	0	ㅁ	밀
滵	U+6EF5	0	ㅁ	밀
蜜	U+871C	0	ㅁ	밀
謐	U+8B10	0	ㅁ	밀
亳	U+4EB3	0	ㅂ	박
剝	U+525D	0	ㅂ	박
博	U+535A	0	ㅂ	박
拍	U+62CD	0	ㅂ	박
撲	U+64B2	0	ㅂ	박
朴	U+6734	0	ㅂ	박
樸	U+6A38	0	ㅂ	박
欂	U+6B02	0	ㅂ	박
泊	U+6CCA	0	ㅂ	박
牔	U+7254	0	ㅂ	박
珀	U+73C0	0	ㅂ	박
璞	U+749E	0	ㅂ	박
箔	U+7B94	0	ㅂ	박
粕	U+7C95	0	ㅂ	박
縛	U+7E1B	0	ㅂ	박
膊	U+818A	0	ㅂ	박
舶	U+8236	0	ㅂ	박
薄	U+8584	0	ㅂ	박
迫	U+8FEB	0	ㅂ	박
鉑	U+9251	0	ㅂ	박
鎛	U+939B	0	ㅂ	박
鑮	U+946E	0	ㅂ	박
雹	U+96F9	0	ㅂ	박
駁	U+99C1	0	ㅂ	박
駮	U+99EE	0	ㅂ	박
髆	U+9AC6	0	ㅂ	박
伴	U+4F34	0	ㅂ	반
半	U+534A	0	ㅂ	반
反	U+53CD	0	ㅂ	반
叛	U+53DB	0	ㅂ	반
媻	U+5ABB	0	ㅂ	반
扳	U+6273	0	ㅂ	반
拌	U+62CC	0	ㅂ	반
搫	U+642B	0	ㅂ	반
搬	U+642C	0	ㅂ	반
攀	U+6500	0	ㅂ	반
攽	U+653D	0	ㅂ	반
斑	U+6591	0	ㅂ	반
朌	U+670C	0	ㅂ	반
槃	U+69C3	0	ㅂ	반
泮	U+6CEE	0	ㅂ	반
溿	U+6EBF	0	ㅂ	반
潘	U+6F58	0	ㅂ	반
瀊	U+700A	0	ㅂ	반
班	U+73ED	0	ㅂ	반
畔	U+7554	0	ㅂ	반
瘢	U+7622	0	ㅂ	반
盤	U+76E4	0	ㅂ	반
盼	U+76FC	0	ㅂ	반
磐	U+78D0	0	ㅂ	반
磻	U+78FB	0	ㅂ	반
礬	U+792C	0	ㅂ	반
絆	U+7D46	0	ㅂ	반
胖	U+80D6	0	ㅂ	반
般	U+822C	0	ㅂ	반
螌	U+878C	0	ㅂ	반
蟠	U+87E0	0	ㅂ	반
豳	U+8C73	0	ㅂ	반
返	U+8FD4	0	ㅂ	반
頒	U+9812	0	ㅂ	반
頖	U+9816	0	ㅂ	반
飯	U+FA2A	0	ㅂ	반
勃	U+52C3	0	ㅂ	발
哱	U+54F1	0	ㅂ	발
拔	U+62D4	0	ㅂ	발
撥	U+64A5	0	ㅂ	발
浡	U+6D61	0	ㅂ	발
渤	U+6E24	0	ㅂ	발
潑	U+6F51	0	ㅂ	발
炦	U+70A6	0	ㅂ	발
發	U+767C	0	ㅂ	발
脖	U+8116	0	ㅂ	발
跋	U+8DCB	0	ㅂ	발
醱	U+91B1	0	ㅂ	발
鈸	U+9238	0	ㅂ	발
鉢	U+9262	0	ㅂ	발
馞	U+999E	0	ㅂ	발
髮	U+9AEE	0	ㅂ	발
魃	U+9B43	0	ㅂ	발
鵓	U+9D53	0	ㅂ	발
仿	U+4EFF	0	ㅂ	방
倣	U+5023	0	ㅂ	방
傍	U+508D	0	ㅂ	방
厖	U+5396	0	ㅂ	방
嗙	U+55D9	0	ㅂ	방
坊	U+574A	0	ㅂ	방
塝	U+585D	0	ㅂ	방
妨	U+59A8	0	ㅂ	방
尨	U+5C28	0	ㅂ	방
幇	U+5E47	0	ㅂ	방
幫	U+5E6B	0	ㅂ	방
彷	U+5F77	0	ㅂ	방
徬	U+5FAC	0	ㅂ	방
房	U+623F	0	ㅂ	방
搒	U+6412	0	ㅂ	방
放	U+653E	0	ㅂ	방
方	U+65B9	0	ㅂ	방
旁	U+65C1	0	ㅂ	방
旊	U+65CA	0	ㅂ	방
昉	U+6609	0	ㅂ	방
枋	U+678B	0	ㅂ	방
梆	U+6886	0	ㅂ	방
榜	U+699C	0	ㅂ	방
汸	U+6C78	0	ㅂ	방
滂	U+6EC2	0	ㅂ	방
牓	U+7253	0	ㅂ	방
玤	U+73A4	0	ㅂ	방
磅	U+78C5	0	ㅂ	방
紡	U+7D21	0	ㅂ	방
肪	U+80AA	0	ㅂ	방
膀	U+8180	0	ㅂ	방
舫	U+822B	0	ㅂ	방
舽	U+823D	0	ㅂ	방
芳	U+82B3	0	ㅂ	방
蒡	U+84A1	0	ㅂ	방
蚌	U+868C	0	ㅂ	방
螃	U+8783	0	ㅂ	방
訪	U+8A2A	0	ㅂ	방
謗	U+8B17	0	ㅂ	방
邦	U+90A6	0	ㅂ	방
鎊	U+938A	0	ㅂ	방
防	U+9632	0	ㅂ	방
髣	U+9AE3	0	ㅂ	방
魴	U+9B74	0	ㅂ	방
龐	U+9F90	0	ㅂ	방
䔒	U+4512	0	ㅂ	배
俖	U+4FD6	0	ㅂ	배
俳	U+4FF3	0	ㅂ	배
倍	U+500D	0	ㅂ	배
北	U+5317	0	ㅂ	배
坏	U+574F	0	ㅂ	배
培	U+57F9	0	ㅂ	배
徘	U+5F98	0	ㅂ	배
扒	U+6252	0	ㅂ	배
拜	U+62DC	0	ㅂ	배
排	U+6392	0	ㅂ	배
杯	U+676F	0	ㅂ	배
湃	U+6E43	0	ㅂ	배
焙	U+7119	0	ㅂ	배
环	U+73AF	0	ㅂ	배
琲	U+7432	0	ㅂ	배
盃	U+76C3	0	ㅂ	배
背	U+80CC	0	ㅂ	배
胚	U+80DA	0	ㅂ	배
蓓	U+84D3	0	ㅂ	배
裴	U+88F4	0	ㅂ	배
裵	U+88F5	0	ㅂ	배
褙	U+8919	0	ㅂ	배
貝	U+8C9D	0	ㅂ	배
賠	U+8CE0	0	ㅂ	배
輩	U+8F29	0	ㅂ	배
配	U+914D	0	ㅂ	배
陪	U+966A	0	ㅂ	배
䞟	U+479F	0	ㅂ	백
伯	U+4F2F	0	ㅂ	백
佰	U+4F70	0	ㅂ	백
帛	U+5E1B	0	ㅂ	백
柏	U+67CF	0	ㅂ	백
栢	U+6822	0	ㅂ	백
珀	U+73C0	0	ㅂ	백
白	U+767D	0	ㅂ	백
百	U+767E	0	ㅂ	백
苩	U+82E9	0	ㅂ	백
魄	U+9B44	0	ㅂ	백
勫	U+52EB	0	ㅂ	번
幡	U+5E61	0	ㅂ	번
樊	U+6A0A	0	ㅂ	번
煩	U+7169	0	ㅂ	번
燔	U+71D4	0	ㅂ	번
璠	U+74A0	0	ㅂ	번
番	U+756A	0	ㅂ	번
磻	U+78FB	0	ㅂ	번
繙	U+7E59	0	ㅂ	번
翻	U+7FFB	0	ㅂ	번
膰	U+81B0	0	ㅂ	번
蕃	U+8543	0	ㅂ	번
藩	U+85E9	0	ㅂ	번
蘩	U+8629	0	ㅂ	번
袢	U+88A2	0	ㅂ	번
飜	U+98DC	0	ㅂ	번
繁	U+FA59	0	ㅂ	번
伐	U+4F10	0	ㅂ	벌
橃	U+6A43	0	ㅂ	벌
筏	U+7B4F	0	ㅂ	벌
罰	U+7F70	0	ㅂ	벌
罸	U+7F78	0	ㅂ	벌
閥	U+95A5	0	ㅂ	벌
凡	U+51E1	0	ㅂ	범
帆	U+5E06	0	ㅂ	범
杋	U+674B	0	ㅂ	범
梵	U+68B5	0	ㅂ	범
氾	U+6C3E	0	ㅂ	범
汎	U+6C4E	0	ㅂ	범
泛	U+6CDB	0	ㅂ	범
渢	U+6E22	0	ㅂ	범
滼	U+6EFC	0	ㅂ	범
犯	U+72AF	0	ㅂ	범
笵	U+7B35	0	ㅂ	범
範	U+7BC4	0	ㅂ	범
范	U+8303	0	ㅂ	범
訉	U+8A09	0	ㅂ	범
釩	U+91E9	0	ㅂ	범
颿	U+98BF	0	ㅂ	범
法	U+6CD5	0	ㅂ	법
琺	U+743A	0	ㅂ	법
僻	U+50FB	0	ㅂ	벽
劈	U+5288	0	ㅂ	벽
壁	U+58C1	0	ㅂ	벽
擗	U+64D7	0	ㅂ	벽
擘	U+64D8	0	ㅂ	벽
檗	U+6A97	0	ㅂ	벽
璧	U+74A7	0	ㅂ	벽
甓	U+7513	0	ㅂ	벽
疈	U+7588	0	ㅂ	벽
癖	U+7656	0	ㅂ	벽
碧	U+78A7	0	ㅂ	벽
蘗	U+8617	0	ㅂ	벽
襞	U+895E	0	ㅂ	벽
辟	U+8F9F	0	ㅂ	벽
闢	U+95E2	0	ㅂ	벽
霹	U+9739	0	ㅂ	벽
鷿	U+9DFF	0	ㅂ	벽
鼊	U+9F0A	0	ㅂ	벽
便	U+4FBF	0	ㅂ	변
卞	U+535E	0	ㅂ	변
弁	U+5F01	0	ㅂ	변
忭	U+5FED	0	ㅂ	변
抃	U+6283	0	ㅂ	변
籩	U+7C69	0	ㅂ	변
腁	U+8141	0	ㅂ	변
變	U+8B8A	0	ㅂ	변
賆	U+8CC6	0	ㅂ	변
辨	U+8FA8	0	ㅂ	변
辮	U+8FAE	0	ㅂ	변
辯	U+8FAF	0	ㅂ	변
邊	U+908A	0	ㅂ	변
釆	U+91C6	0	ㅂ	변
駢	U+99E2	0	ㅂ	변
骿	U+9ABF	0	ㅂ	변
鴘	U+9D18	0	ㅂ	변
㔡	U+3521	0	ㅂ	별
䭱	U+4B71	0	ㅂ	별
別	U+5225	0	ㅂ	별
彆	U+5F46	0	ㅂ	별
潎	U+6F4E	0	ㅂ	별
炦	U+70A6	0	ㅂ	별
瞥	U+77A5	0	ㅂ	별
莂	U+8382	0	ㅂ	별
襒	U+8952	0	ㅂ	별
鱉	U+9C49	0	ㅂ	별
鷩	U+9DE9	0	ㅂ	별
鼈	U+9F08	0	ㅂ	별
𩠻	U+2983B	0	ㅂ	별
丙	U+4E19	0	ㅂ	병
並	U+4E26	0	ㅂ	병
倂	U+5002	0	ㅂ	병
兵	U+5175	0	ㅂ	병
屛	U+5C5B	0	ㅂ	병
并	U+5E76	0	ㅂ	병
幷	U+5E77	0	ㅂ	병
怲	U+6032	0	ㅂ	병
抦	U+62A6	0	ㅂ	병
昞	U+661E	0	ㅂ	병
昺	U+663A	0	ㅂ	병
柄	U+67C4	0	ㅂ	병
棅	U+68C5	0	ㅂ	병
炳	U+70B3	0	ㅂ	병
甁	U+7501	0	ㅂ	병
病	U+75C5	0	ㅂ	병
秉	U+79C9	0	ㅂ	병
竝	U+7ADD	0	ㅂ	병
苪	U+82EA	0	ㅂ	병
輧	U+8F27	0	ㅂ	병
迸	U+8FF8	0	ㅂ	병
邴	U+90B4	0	ㅂ	병
鈵	U+9235	0	ㅂ	병
鉼	U+927C	0	ㅂ	병
餠	U+9920	0	ㅂ	병
騈	U+9A08	0	ㅂ	병
缾	U+FAB1	0	ㅂ	병
絣	U+2F96C	0	ㅂ	병
鉼	U+2F9EA	0	ㅂ	병
㻄	U+3EC4	0	ㅂ	보
䀯	U+402F	0	ㅂ	보
俌	U+4FCC	0	ㅂ	보
保	U+4FDD	0	ㅂ	보
堡	U+5821	0	ㅂ	보
報	U+5831	0	ㅂ	보
宝	U+5B9D	0	ㅂ	보
寶	U+5BF6	0	ㅂ	보
普	U+666E	0	ㅂ	보
椺	U+693A	0	ㅂ	보
步	U+6B65	0	ㅂ	보
歩	U+6B69	0	ㅂ	보
洑	U+6D11	0	ㅂ	보
湺	U+6E7A	0	ㅂ	보
溥	U+6EA5	0	ㅂ	보
潽	U+6F7D	0	ㅂ	보
烳	U+70F3	0	ㅂ	보
珤	U+73E4	0	ㅂ	보
甫	U+752B	0	ㅂ	보
盙	U+76D9	0	ㅂ	보
簠	U+7C20	0	ㅂ	보
莆	U+8386	0	ㅂ	보
菩	U+83E9	0	ㅂ	보
葆	U+8446	0	ㅂ	보
補	U+88DC	0	ㅂ	보
褓	U+8913	0	ㅂ	보
譜	U+8B5C	0	ㅂ	보
賲	U+8CF2	0	ㅂ	보
輔	U+8F14	0	ㅂ	보
靌	U+974C	0	ㅂ	보
鴇	U+9D07	0	ㅂ	보
黼	U+9EFC	0	ㅂ	보
𤣰	U+248F0	0	ㅂ	보
伏	U+4F0F	0	ㅂ	복
僕	U+50D5	0	ㅂ	복
匐	U+5310	0	ㅂ	복
卜	U+535C	0	ㅂ	복
垘	U+5798	0	ㅂ	복
墣	U+58A3	0	ㅂ	복
宓	U+5B93	0	ㅂ	복
幞	U+5E5E	0	ㅂ	복
復	U+5FA9	0	ㅂ	복
扑	U+6251	0	ㅂ	복
服	U+670D	0	ㅂ	복
栿	U+683F	0	ㅂ	복
楅	U+6945	0	ㅂ	복
澓	U+6F93	0	ㅂ	복
濮	U+6FEE	0	ㅂ	복
畐	U+7550	0	ㅂ	복
福	U+798F	0	ㅂ	복
箙	U+7B99	0	ㅂ	복
腹	U+8179	0	ㅂ	복
茯	U+832F	0	ㅂ	복
菔	U+83D4	0	ㅂ	복
蔔	U+8514	0	ㅂ	복
蝠	U+8760	0	ㅂ	복
蝮	U+876E	0	ㅂ	복
複	U+8907	0	ㅂ	복
覆	U+8986	0	ㅂ	복
諨	U+8AE8	0	ㅂ	복
踾	U+8E3E	0	ㅂ	복
輹	U+8F39	0	ㅂ	복
輻	U+8F3B	0	ㅂ	복
鍑	U+9351	0	ㅂ	복
馥	U+99A5	0	ㅂ	복
鰒	U+9C12	0	ㅂ	복
鵩	U+9D69	0	ㅂ	복
福	U+FA1B	0	ㅂ	복
本	U+672C	0	ㅂ	본
乶	U+4E76	0	ㅂ	볼
㦀	U+3980	0	ㅂ	봉
䭰	U+4B70	0	ㅂ	봉
丰	U+4E30	0	ㅂ	봉
俸	U+4FF8	0	ㅂ	봉
唪	U+552A	0	ㅂ	봉
夆	U+5906	0	ㅂ	봉
奉	U+5949	0	ㅂ	봉
妦	U+59A6	0	ㅂ	봉
封	U+5C01	0	ㅂ	봉
峯	U+5CEF	0	ㅂ	봉
峰	U+5CF0	0	ㅂ	봉
崶	U+5D36	0	ㅂ	봉
捀	U+6340	0	ㅂ	봉
捧	U+6367	0	ㅂ	봉
摓	U+6453	0	ㅂ	봉
桻	U+687B	0	ㅂ	봉
棒	U+68D2	0	ㅂ	봉
槰	U+69F0	0	ㅂ	봉
浲	U+6D72	0	ㅂ	봉
漨	U+6F28	0	ㅂ	봉
烽	U+70FD	0	ㅂ	봉
熢	U+71A2	0	ㅂ	봉
琫	U+742B	0	ㅂ	봉
篷	U+7BF7	0	ㅂ	봉
綘	U+7D98	0	ㅂ	봉
縫	U+7E2B	0	ㅂ	봉
芃	U+8283	0	ㅂ	봉
菶	U+83F6	0	ㅂ	봉
蓬	U+84EC	0	ㅂ	봉
蜂	U+8702	0	ㅂ	봉
逢	U+9022	0	ㅂ	봉
鋒	U+92D2	0	ㅂ	봉
韸	U+97F8	0	ㅂ	봉
鳳	U+9CF3	0	ㅂ	봉
鴌	U+9D0C	0	ㅂ	봉
不	U+4E0D	0	ㅂ	부
付	U+4ED8	0	ㅂ	부
俘	U+4FD8	0	ㅂ	부
俯	U+4FEF	0	ㅂ	부
傅	U+5085	0	ㅂ	부
剖	U+5256	0	ㅂ	부
副	U+526F	0	ㅂ	부
否	U+5426	0	ㅂ	부
咐	U+5490	0	ㅂ	부
埠	U+57E0	0	ㅂ	부
夫	U+592B	0	ㅂ	부
婦	U+5A66	0	ㅂ	부
媍	U+5A8D	0	ㅂ	부
孚	U+5B5A	0	ㅂ	부
孵	U+5B75	0	ㅂ	부
富	U+5BCC	0	ㅂ	부
尃	U+5C03	0	ㅂ	부
巭	U+5DED	0	ㅂ	부
府	U+5E9C	0	ㅂ	부
復	U+5FA9	0	ㅂ	부
扶	U+6276	0	ㅂ	부
抔	U+6294	0	ㅂ	부
拊	U+62CA	0	ㅂ	부
捬	U+636C	0	ㅂ	부
掊	U+638A	0	ㅂ	부
敷	U+6577	0	ㅂ	부
斧	U+65A7	0	ㅂ	부
枎	U+678E	0	ㅂ	부
柎	U+67CE	0	ㅂ	부
桴	U+6874	0	ㅂ	부
榑	U+6991	0	ㅂ	부
浮	U+6D6E	0	ㅂ	부
涪	U+6DAA	0	ㅂ	부
溥	U+6EA5	0	ㅂ	부
烰	U+70F0	0	ㅂ	부
父	U+7236	0	ㅂ	부
玞	U+739E	0	ㅂ	부
玸	U+73B8	0	ㅂ	부
琈	U+7408	0	ㅂ	부
祔	U+7954	0	ㅂ	부
符	U+7B26	0	ㅂ	부
筟	U+7B5F	0	ㅂ	부
簿	U+7C3F	0	ㅂ	부
缶	U+7F36	0	ㅂ	부
罘	U+7F58	0	ㅂ	부
罦	U+7F66	0	ㅂ	부
胕	U+80D5	0	ㅂ	부
腐	U+8150	0	ㅂ	부
腑	U+8151	0	ㅂ	부
膚	U+819A	0	ㅂ	부
艀	U+8240	0	ㅂ	부
芙	U+8299	0	ㅂ	부
芣	U+82A3	0	ㅂ	부
苻	U+82FB	0	ㅂ	부
荴	U+8374	0	ㅂ	부
莩	U+83A9	0	ㅂ	부
蔀	U+8500	0	ㅂ	부
蚨	U+86A8	0	ㅂ	부
蜉	U+8709	0	ㅂ	부
袝	U+889D	0	ㅂ	부
裒	U+88D2	0	ㅂ	부
訃	U+8A03	0	ㅂ	부
負	U+8CA0	0	ㅂ	부
賦	U+8CE6	0	ㅂ	부
賻	U+8CFB	0	ㅂ	부
赴	U+8D74	0	ㅂ	부
趺	U+8DBA	0	ㅂ	부
跗	U+8DD7	0	ㅂ	부
部	U+90E8	0	ㅂ	부
釜	U+91DC	0	ㅂ	부
鈇	U+9207	0	ㅂ	부
阜	U+961C	0	ㅂ	부
附	U+9644	0	ㅂ	부
頫	U+982B	0	ㅂ	부
駙	U+99D9	0	ㅂ	부
鮒	U+9B92	0	ㅂ	부
鳧	U+9CE7	0	ㅂ	부
麩	U+9EA9	0	ㅂ	부
北	U+5317	0	ㅂ	북
体	U+4F53	0	ㅂ	분
分	U+5206	0	ㅂ	분
吩	U+5429	0	ㅂ	분
噴	U+5674	0	ㅂ	분
坋	U+574B	0	ㅂ	분
坌	U+574C	0	ㅂ	분
墳	U+58B3	0	ㅂ	분
奔	U+5954	0	ㅂ	분
奮	U+596E	0	ㅂ	분
妢	U+59A2	0	ㅂ	분
帉	U+5E09	0	ㅂ	분
弅	U+5F05	0	ㅂ	분
忿	U+5FFF	0	ㅂ	분
憤	U+61A4	0	ㅂ	분
扮	U+626E	0	ㅂ	분
昐	U+6610	0	ㅂ	분
枌	U+678C	0	ㅂ	분
棼	U+68FC	0	ㅂ	분
氛	U+6C1B	0	ㅂ	분
汾	U+6C7E	0	ㅂ	분
泍	U+6CCD	0	ㅂ	분
湓	U+6E53	0	ㅂ	분
濆	U+6FC6	0	ㅂ	분
焚	U+711A	0	ㅂ	분
犇	U+7287	0	ㅂ	분
玢	U+73A2	0	ㅂ	분
畚	U+755A	0	ㅂ	분
盆	U+76C6	0	ㅂ	분
砏	U+780F	0	ㅂ	분
秎	U+79CE	0	ㅂ	분
笨	U+7B28	0	ㅂ	분
粉	U+7C89	0	ㅂ	분
糞	U+7CDE	0	ㅂ	분
紛	U+7D1B	0	ㅂ	분
翉	U+7FC9	0	ㅂ	분
肦	U+80A6	0	ㅂ	분
膹	U+81B9	0	ㅂ	분
芬	U+82AC	0	ㅂ	분
蕡	U+8561	0	ㅂ	분
賁	U+8CC1	0	ㅂ	분
轒	U+8F52	0	ㅂ	분
雰	U+96F0	0	ㅂ	분
黺	U+9EFA	0	ㅂ	분
鼢	U+9F22	0	ㅂ	분
不	U+4E0D	0	ㅂ	불
佛	U+4F5B	0	ㅂ	불
岪	U+5CAA	0	ㅂ	불
弗	U+5F17	0	ㅂ	불
彿	U+5F7F	0	ㅂ	불
拂	U+62C2	0	ㅂ	불
祓	U+7953	0	ㅂ	불
紱	U+7D31	0	ㅂ	불
艴	U+8274	0	ㅂ	불
茀	U+8300	0	ㅂ	불
韍	U+97CD	0	ㅂ	불
髴	U+9AF4	0	ㅂ	불
黻	U+9EFB	0	ㅂ	불
堋	U+580B	0	ㅂ	붕
崩	U+5D29	0	ㅂ	붕
朋	U+670B	0	ㅂ	붕
棚	U+68DA	0	ㅂ	붕
漰	U+6F30	0	ㅂ	붕
硼	U+787C	0	ㅂ	붕
繃	U+7E43	0	ㅂ	붕
鬅	U+9B05	0	ㅂ	붕
鵬	U+9D6C	0	ㅂ	붕
㵒	U+3D52	0	ㅂ	비
丕	U+4E15	0	ㅂ	비
仳	U+4EF3	0	ㅂ	비
伾	U+4F3E	0	ㅂ	비
俾	U+4FFE	0	ㅂ	비
備	U+5099	0	ㅂ	비
剕	U+5255	0	ㅂ	비
匕	U+5315	0	ㅂ	비
匪	U+532A	0	ㅂ	비
卑	U+5351	0	ㅂ	비
嚭	U+56AD	0	ㅂ	비
圮	U+572E	0	ㅂ	비
埤	U+57E4	0	ㅂ	비
奜	U+595C	0	ㅂ	비
奰	U+5970	0	ㅂ	비
妃	U+5983	0	ㅂ	비
妣	U+59A3	0	ㅂ	비
婢	U+5A62	0	ㅂ	비
屁	U+5C41	0	ㅂ	비
岯	U+5CAF	0	ㅂ	비
庀	U+5E80	0	ㅂ	비
庇	U+5E87	0	ㅂ	비
庳	U+5EB3	0	ㅂ	비
悱	U+60B1	0	ㅂ	비
悲	U+60B2	0	ㅂ	비
憊	U+618A	0	ㅂ	비
扉	U+6249	0	ㅂ	비
批	U+6279	0	ㅂ	비
斐	U+6590	0	ㅂ	비
枇	U+6787	0	ㅂ	비
柲	U+67F2	0	ㅂ	비
棐	U+68D0	0	ㅂ	비
椑	U+6911	0	ㅂ	비
榧	U+69A7	0	ㅂ	비
比	U+6BD4	0	ㅂ	비
毖	U+6BD6	0	ㅂ	비
毗	U+6BD7	0	ㅂ	비
毘	U+6BD8	0	ㅂ	비
沘	U+6C98	0	ㅂ	비
沸	U+6CB8	0	ㅂ	비
泌	U+6CCC	0	ㅂ	비
淝	U+6DDD	0	ㅂ	비
淠	U+6DE0	0	ㅂ	비
濞	U+6FDE	0	ㅂ	비
狉	U+72C9	0	ㅂ	비
狒	U+72D2	0	ㅂ	비
琵	U+7435	0	ㅂ	비
痞	U+75DE	0	ㅂ	비
痹	U+75F9	0	ㅂ	비
痺	U+75FA	0	ㅂ	비
睥	U+7765	0	ㅂ	비
砒	U+7812	0	ㅂ	비
碑	U+7891	0	ㅂ	비
祕	U+7955	0	ㅂ	비
秕	U+79D5	0	ㅂ	비
秘	U+79D8	0	ㅂ	비
篦	U+7BE6	0	ㅂ	비
粃	U+7C83	0	ㅂ	비
紕	U+7D15	0	ㅂ	비
羆	U+7F86	0	ㅂ	비
翡	U+7FE1	0	ㅂ	비
肥	U+80A5	0	ㅂ	비
脾	U+813E	0	ㅂ	비
腓	U+8153	0	ㅂ	비
臂	U+81C2	0	ㅂ	비
芘	U+8298	0	ㅂ	비
芾	U+82BE	0	ㅂ	비
菲	U+83F2	0	ㅂ	비
萆	U+8406	0	ㅂ	비
蓖	U+84D6	0	ㅂ	비
蚍	U+868D	0	ㅂ	비
蜚	U+871A	0	ㅂ	비
裨	U+88E8	0	ㅂ	비
誹	U+8AB9	0	ㅂ	비
譬	U+8B6C	0	ㅂ	비
貔	U+8C94	0	ㅂ	비
費	U+8CBB	0	ㅂ	비
贔	U+8D14	0	ㅂ	비
轡	U+8F61	0	ㅂ	비
邳	U+90B3	0	ㅂ	비
郫	U+90EB	0	ㅂ	비
鄙	U+9119	0	ㅂ	비
鄪	U+912A	0	ㅂ	비
閟	U+959F	0	ㅂ	비
陴	U+9674	0	ㅂ	비
霏	U+970F	0	ㅂ	비
非	U+975E	0	ㅂ	비
鞴	U+97B4	0	ㅂ	비
飛	U+98DB	0	ㅂ	비
馡	U+99A1	0	ㅂ	비
騑	U+9A11	0	ㅂ	비
騛	U+9A1B	0	ㅂ	비
鼙	U+9F19	0	ㅂ	비
鼻	U+9F3B	0	ㅂ	비
䎙	U+4399	0	ㅂ	빈
份	U+4EFD	0	ㅂ	빈
儐	U+5110	0	ㅂ	빈
嚬	U+56AC	0	ㅂ	빈
嬪	U+5B2A	0	ㅂ	빈
彬	U+5F6C	0	ㅂ	빈
擯	U+64EF	0	ㅂ	빈
斌	U+658C	0	ㅂ	빈
檳	U+6AB3	0	ㅂ	빈
殯	U+6BAF	0	ㅂ	빈
浜	U+6D5C	0	ㅂ	빈
濱	U+6FF1	0	ㅂ	빈
瀕	U+7015	0	ㅂ	빈
牝	U+725D	0	ㅂ	빈
玭	U+73AD	0	ㅂ	빈
璸	U+74B8	0	ㅂ	빈
矉	U+77C9	0	ㅂ	빈
穦	U+7A66	0	ㅂ	빈
繽	U+7E7D	0	ㅂ	빈
臏	U+81CF	0	ㅂ	빈
蘋	U+860B	0	ㅂ	빈
蠙	U+8819	0	ㅂ	빈
豳	U+8C73	0	ㅂ	빈
貧	U+8CA7	0	ㅂ	빈
贇	U+8D07	0	ㅂ	빈
邠	U+90A0	0	ㅂ	빈
鑌	U+944C	0	ㅂ	빈
霦	U+9726	0	ㅂ	빈
頻	U+983B	0	ㅂ	빈
顰	U+9870	0	ㅂ	빈
馪	U+99AA	0	ㅂ	빈
鬢	U+9B22	0	ㅂ	빈
賓	U+FA64	0	ㅂ	빈
凭	U+51ED	0	ㅂ	빙
娉	U+5A09	0	ㅂ	빙
憑	U+6191	0	ㅂ	빙
氷	U+6C37	0	ㅂ	빙
聘	U+8058	0	ㅂ	빙
騁	U+9A01	0	ㅂ	빙
