# 韩国人名用汉字
# https://github.com/rutopio/Korean-Name-Hanja-Charset
# https://github.com/zispace/data-hanja
# https://hanja.dict.naver.com/#/category/name
#
# hanja	unicode	pua	consonant	hangul

榛	U+699B	0	ㅈ	진
槇	U+69C7	0	ㅈ	진
殄	U+6B84	0	ㅈ	진
津	U+6D25	0	ㅈ	진
溍	U+6E8D	0	ㅈ	진
溱	U+6EB1	0	ㅈ	진
滇	U+6EC7	0	ㅈ	진
濜	U+6FDC	0	ㅈ	진
珍	U+73CD	0	ㅈ	진
珎	U+73CE	0	ㅈ	진
珒	U+73D2	0	ㅈ	진
瑨	U+7468	0	ㅈ	진
瑱	U+7471	0	ㅈ	진
璡	U+74A1	0	ㅈ	진
畛	U+755B	0	ㅈ	진
疹	U+75B9	0	ㅈ	진
盡	U+76E1	0	ㅈ	진
眕	U+7715	0	ㅈ	진
眞	U+771E	0	ㅈ	진
真	U+771F	0	ㅈ	진
眹	U+7739	0	ㅈ	진
瞋	U+778B	0	ㅈ	진
禛	U+799B	0	ㅈ	진
秦	U+79E6	0	ㅈ	진
稹	U+7A39	0	ㅈ	진
紾	U+7D3E	0	ㅈ	진
縉	U+7E09	0	ㅈ	진
縝	U+7E1D	0	ㅈ	진
聄	U+8044	0	ㅈ	진
胗	U+80D7	0	ㅈ	진
臻	U+81FB	0	ㅈ	진
蓁	U+84C1	0	ㅈ	진
蔯	U+852F	0	ㅈ	진
螴	U+87B4	0	ㅈ	진
袗	U+8897	0	ㅈ	진
裖	U+88D6	0	ㅈ	진
診	U+8A3A	0	ㅈ	진
誫	U+8AAB	0	ㅈ	진
賑	U+8CD1	0	ㅈ	진
趁	U+8D81	0	ㅈ	진
軫	U+8EEB	0	ㅈ	진
轃	U+8F43	0	ㅈ	진
辰	U+8FB0	0	ㅈ	진
進	U+9032	0	ㅈ	진
鉁	U+9241	0	ㅈ	진
鎭	U+93AD	0	ㅈ	진
陣	U+9663	0	ㅈ	진
陳	U+9673	0	ㅈ	진
震	U+9707	0	ㅈ	진
靕	U+9755	0	ㅈ	진
鬒	U+9B12	0	ㅈ	진
𤨁	U+24A01	0	ㅈ	진
侄	U+4F84	0	ㅈ	질
叱	U+53F1	0	ㅈ	질
垤	U+57A4	0	ㅈ	질
妷	U+59B7	0	ㅈ	질
姪	U+59EA	0	ㅈ	질
嫉	U+5AC9	0	ㅈ	질
帙	U+5E19	0	ㅈ	질
晊	U+664A	0	ㅈ	질
桎	U+684E	0	ㅈ	질
瓆	U+74C6	0	ㅈ	질
疾	U+75BE	0	ㅈ	질
秩	U+79E9	0	ㅈ	질
窒	U+7A92	0	ㅈ	질
絰	U+7D70	0	ㅈ	질
膣	U+81A3	0	ㅈ	질
蒺	U+84BA	0	ㅈ	질
蛭	U+86ED	0	ㅈ	질
質	U+8CEA	0	ㅈ	질
跌	U+8DCC	0	ㅈ	질
迭	U+8FED	0	ㅈ	질
郅	U+90C5	0	ㅈ	질
鑕	U+9455	0	ㅈ	질
斟	U+659F	0	ㅈ	짐
朕	U+6715	0	ㅈ	짐
鴆	U+9D06	0	ㅈ	짐
㙫	U+366B	0	ㅈ	집
什	U+4EC0	0	ㅈ	집
卙	U+5359	0	ㅈ	집
咠	U+54A0	0	ㅈ	집
執	U+57F7	0	ㅈ	집
戢	U+6222	0	ㅈ	집
楫	U+696B	0	ㅈ	집
潗	U+6F57	0	ㅈ	집
濈	U+6FC8	0	ㅈ	집
緝	U+7DDD	0	ㅈ	집
輯	U+8F2F	0	ㅈ	집
鏶	U+93F6	0	ㅈ	집
集	U+96C6	0	ㅈ	집
徵	U+5FB5	0	ㅈ	징
懲	U+61F2	0	ㅈ	징
澂	U+6F82	0	ㅈ	징
澄	U+6F84	0	ㅈ	징
瀓	U+7013	0	ㅈ	징
癥	U+7665	0	ㅈ	징
瞪	U+77AA	0	ㅈ	징
䣜	U+48DC	0	ㅊ	차
且	U+4E14	0	ㅊ	차
佽	U+4F7D	0	ㅊ	차
侘	U+4F98	0	ㅊ	차
借	U+501F	0	ㅊ	차
叉	U+53C9	0	ㅊ	차
嗟	U+55DF	0	ㅊ	차
奲	U+5972	0	ㅊ	차
姹	U+59F9	0	ㅊ	차
岔	U+5C94	0	ㅊ	차
嵯	U+5D6F	0	ㅊ	차
差	U+5DEE	0	ㅊ	차
徣	U+5FA3	0	ㅊ	차
扠	U+6260	0	ㅊ	차
挓	U+6313	0	ㅊ	차
槎	U+69CE	0	ㅊ	차
次	U+6B21	0	ㅊ	차
此	U+6B64	0	ㅊ	차
瑳	U+7473	0	ㅊ	차
硨	U+7868	0	ㅊ	차
磋	U+78CB	0	ㅊ	차
箚	U+7B9A	0	ㅊ	차
茶	U+8336	0	ㅊ	차
蹉	U+8E49	0	ㅊ	차
車	U+8ECA	0	ㅊ	차
遮	U+906E	0	ㅊ	차
鎈	U+9388	0	ㅊ	차
鹺	U+9E7A	0	ㅊ	차
茶	U+F9FE	0	ㅊ	차
戳	U+6233	0	ㅊ	착
捉	U+6349	0	ㅊ	착
搾	U+643E	0	ㅊ	착
擉	U+64C9	0	ㅊ	착
斲	U+65B2	0	ㅊ	착
着	U+7740	0	ㅊ	착
窄	U+7A84	0	ㅊ	착
錯	U+932F	0	ㅊ	착
鑿	U+947F	0	ㅊ	착
齪	U+9F6A	0	ㅊ	착
㜺	U+373A	0	ㅊ	찬
儧	U+5127	0	ㅊ	찬
儹	U+5139	0	ㅊ	찬
劗	U+5297	0	ㅊ	찬
巑	U+5DD1	0	ㅊ	찬
撰	U+64B0	0	ㅊ	찬
攛	U+651B	0	ㅊ	찬
攢	U+6522	0	ㅊ	찬
欑	U+6B11	0	ㅊ	찬
澯	U+6FAF	0	ㅊ	찬
灒	U+7052	0	ㅊ	찬
燦	U+71E6	0	ㅊ	찬
爨	U+7228	0	ㅊ	찬
璨	U+74A8	0	ㅊ	찬
瓚	U+74DA	0	ㅊ	찬
穳	U+7A73	0	ㅊ	찬
竄	U+7AC4	0	ㅊ	찬
篡	U+7BE1	0	ㅊ	찬
簒	U+7C12	0	ㅊ	찬
粲	U+7CB2	0	ㅊ	찬
纂	U+7E82	0	ㅊ	찬
纘	U+7E98	0	ㅊ	찬
讃	U+8B83	0	ㅊ	찬
讚	U+8B9A	0	ㅊ	찬
賛	U+8CDB	0	ㅊ	찬
贊	U+8D0A	0	ㅊ	찬
趲	U+8DB2	0	ㅊ	찬
酇	U+9147	0	ㅊ	찬
鑽	U+947D	0	ㅊ	찬
餐	U+9910	0	ㅊ	찬
饌	U+994C	0	ㅊ	찬
刹	U+5239	0	ㅊ	찰
察	U+5BDF	0	ㅊ	찰
扎	U+624E	0	ㅊ	찰
擦	U+64E6	0	ㅊ	찰
札	U+672D	0	ㅊ	찰
紮	U+7D2E	0	ㅊ	찰
㰫	U+3C2B	0	ㅊ	참
僭	U+50ED	0	ㅊ	참
儳	U+5133	0	ㅊ	참
參	U+53C3	0	ㅊ	참
塹	U+5879	0	ㅊ	참
嶄	U+5D84	0	ㅊ	참
巉	U+5DC9	0	ㅊ	참
慘	U+6158	0	ㅊ	참
慙	U+6159	0	ㅊ	참
慚	U+615A	0	ㅊ	참
憯	U+61AF	0	ㅊ	참
懺	U+61FA	0	ㅊ	참
攙	U+6519	0	ㅊ	참
斬	U+65AC	0	ㅊ	참
旵	U+65F5	0	ㅊ	참
槧	U+69E7	0	ㅊ	참
欃	U+6B03	0	ㅊ	참
毚	U+6BDA	0	ㅊ	참
站	U+7AD9	0	ㅊ	참
譖	U+8B56	0	ㅊ	참
讒	U+8B92	0	ㅊ	참
讖	U+8B96	0	ㅊ	참
鏨	U+93E8	0	ㅊ	참
鑱	U+9471	0	ㅊ	참
饞	U+995E	0	ㅊ	참
驂	U+9A42	0	ㅊ	참
黲	U+9EF2	0	ㅊ	참
倀	U+5000	0	ㅊ	창
倉	U+5009	0	ㅊ	창
倡	U+5021	0	ㅊ	창
傖	U+5096	0	ㅊ	창
凔	U+51D4	0	ㅊ	창
刱	U+5231	0	ㅊ	창
創	U+5275	0	ㅊ	창
唱	U+5531	0	ㅊ	창
娼	U+5A3C	0	ㅊ	창
嵢	U+5D62	0	ㅊ	창
廠	U+5EE0	0	ㅊ	창
彰	U+5F70	0	ㅊ	창
悵	U+60B5	0	ㅊ	창
惝	U+60DD	0	ㅊ	창
愴	U+6134	0	ㅊ	창
戧	U+6227	0	ㅊ	창
搶	U+6436	0	ㅊ	창
敞	U+655E	0	ㅊ	창
昌	U+660C	0	ㅊ	창
昶	U+6636	0	ㅊ	창
晿	U+667F	0	ㅊ	창
暢	U+66A2	0	ㅊ	창
槍	U+69CD	0	ㅊ	창
氅	U+6C05	0	ㅊ	창
淌	U+6DCC	0	ㅊ	창
淐	U+6DD0	0	ㅊ	창
滄	U+6EC4	0	ㅊ	창
漲	U+6F32	0	ㅊ	창
漺	U+6F3A	0	ㅊ	창
猖	U+7316	0	ㅊ	창
琩	U+7429	0	ㅊ	창
瑒	U+7452	0	ㅊ	창
瑲	U+7472	0	ㅊ	창
畼	U+757C	0	ㅊ	창
瘡	U+7621	0	ㅊ	창
窓	U+7A93	0	ㅊ	창
窗	U+7A97	0	ㅊ	창
脹	U+8139	0	ㅊ	창
艙	U+8259	0	ㅊ	창
菖	U+83D6	0	ㅊ	창
蒼	U+84BC	0	ㅊ	창
誯	U+8AAF	0	ㅊ	창
蹌	U+8E4C	0	ㅊ	창
鋹	U+92F9	0	ㅊ	창
錩	U+9329	0	ㅊ	창
閶	U+95B6	0	ㅊ	창
鬯	U+9B2F	0	ㅊ	창
鶬	U+9DAC	0	ㅊ	창
債	U+50B5	0	ㅊ	채
埰	U+57F0	0	ㅊ	채
婇	U+5A47	0	ㅊ	채
寀	U+5BC0	0	ㅊ	채
寨	U+5BE8	0	ㅊ	채
彩	U+5F69	0	ㅊ	채
採	U+63A1	0	ㅊ	채
棌	U+68CC	0	ㅊ	채
琗	U+7417	0	ㅊ	채
睬	U+776C	0	ㅊ	채
砦	U+7826	0	ㅊ	채
祭	U+796D	0	ㅊ	채
綵	U+7DB5	0	ㅊ	채
菜	U+83DC	0	ㅊ	채
蔡	U+8521	0	ㅊ	채
責	U+8CAC	0	ㅊ	채
采	U+91C7	0	ㅊ	채
釵	U+91F5	0	ㅊ	채
茝	U+2F999	0	ㅊ	채
菜	U+2F9A3	0	ㅊ	채
冊	U+518A	0	ㅊ	책
册	U+518C	0	ㅊ	책
嘖	U+5616	0	ㅊ	책
幘	U+5E58	0	ㅊ	책
柵	U+67F5	0	ㅊ	책
磔	U+78D4	0	ㅊ	책
笧	U+7B27	0	ㅊ	책
策	U+7B56	0	ㅊ	책
簀	U+7C00	0	ㅊ	책
蚱	U+86B1	0	ㅊ	책
責	U+8CAC	0	ㅊ	책
凄	U+51C4	0	ㅊ	처
処	U+51E6	0	ㅊ	처
妻	U+59BB	0	ㅊ	처
悽	U+60BD	0	ㅊ	처
淒	U+6DD2	0	ㅊ	처
竌	U+7ACC	0	ㅊ	처
萋	U+840B	0	ㅊ	처
處	U+8655	0	ㅊ	처
覷	U+89B7	0	ㅊ	처
郪	U+90EA	0	ㅊ	처
倜	U+501C	0	ㅊ	척
刺	U+523A	0	ㅊ	척
剔	U+5254	0	ㅊ	척
坧	U+5767	0	ㅊ	척
塉	U+5849	0	ㅊ	척
墌	U+588C	0	ㅊ	척
尺	U+5C3A	0	ㅊ	척
惕	U+60D5	0	ㅊ	척
慼	U+617C	0	ㅊ	척
慽	U+617D	0	ㅊ	척
戚	U+621A	0	ㅊ	척
拓	U+62D3	0	ㅊ	척
捗	U+6357	0	ㅊ	척
摭	U+646D	0	ㅊ	척
擲	U+64F2	0	ㅊ	척
斥	U+65A5	0	ㅊ	척
滌	U+6ECC	0	ㅊ	척
瘠	U+7620	0	ㅊ	척
硩	U+7869	0	ㅊ	척
脊	U+810A	0	ㅊ	척
蜴	U+8734	0	ㅊ	척
跖	U+8DD6	0	ㅊ	척
蹠	U+8E60	0	ㅊ	척
躑	U+8E91	0	ㅊ	척
陟	U+965F	0	ㅊ	척
隻	U+96BB	0	ㅊ	척
仟	U+4EDF	0	ㅊ	천
俴	U+4FF4	0	ㅊ	천
倩	U+5029	0	ㅊ	천
僢	U+50E2	0	ㅊ	천
儃	U+5103	0	ㅊ	천
千	U+5343	0	ㅊ	천
喘	U+5598	0	ㅊ	천
天	U+5929	0	ㅊ	천
川	U+5DDD	0	ㅊ	천
擅	U+64C5	0	ㅊ	천
泉	U+6CC9	0	ㅊ	천
洊	U+6D0A	0	ㅊ	천
淺	U+6DFA	0	ㅊ	천
濺	U+6FFA	0	ㅊ	천
灛	U+705B	0	ㅊ	천
灥	U+7065	0	ㅊ	천
燀	U+71C0	0	ㅊ	천
玔	U+7394	0	ㅊ	천
祆	U+7946	0	ㅊ	천
穿	U+7A7F	0	ㅊ	천
臶	U+81F6	0	ㅊ	천
舛	U+821B	0	ㅊ	천
芊	U+828A	0	ㅊ	천
茜	U+831C	0	ㅊ	천
荐	U+8350	0	ㅊ	천
蒨	U+84A8	0	ㅊ	천
蕆	U+8546	0	ㅊ	천
薦	U+85A6	0	ㅊ	천
賤	U+8CE4	0	ㅊ	천
踐	U+8E10	0	ㅊ	천
辿	U+8FBF	0	ㅊ	천
遷	U+9077	0	ㅊ	천
釧	U+91E7	0	ㅊ	천
闡	U+95E1	0	ㅊ	천
阡	U+9621	0	ㅊ	천
靝	U+975D	0	ㅊ	천
韆	U+97C6	0	ㅊ	천
㬚	U+3B1A	0	ㅊ	철
㯙	U+3BD9	0	ㅊ	철
凸	U+51F8	0	ㅊ	철
剟	U+525F	0	ㅊ	철
哲	U+54F2	0	ㅊ	철
啜	U+555C	0	ㅊ	철
喆	U+5586	0	ㅊ	철
埑	U+57D1	0	ㅊ	철
徹	U+5FB9	0	ㅊ	철
悊	U+608A	0	ㅊ	철
惙	U+60D9	0	ㅊ	철
掇	U+6387	0	ㅊ	철
撤	U+64A4	0	ㅊ	철
歠	U+6B60	0	ㅊ	철
澈	U+6F88	0	ㅊ	철
烲	U+70F2	0	ㅊ	철
瞮	U+77AE	0	ㅊ	철
硩	U+7869	0	ㅊ	철
綴	U+7DB4	0	ㅊ	철
輟	U+8F1F	0	ㅊ	철
轍	U+8F4D	0	ㅊ	철
鉄	U+9244	0	ㅊ	철
銕	U+9295	0	ㅊ	철
錣	U+9323	0	ㅊ	철
鐵	U+9435	0	ㅊ	철
飻	U+98FB	0	ㅊ	철
餮	U+992E	0	ㅊ	철
驖	U+9A56	0	ㅊ	철
僉	U+50C9	0	ㅊ	첨
尖	U+5C16	0	ㅊ	첨
幨	U+5E68	0	ㅊ	첨
忝	U+5FDD	0	ㅊ	첨
惉	U+60C9	0	ㅊ	첨
檐	U+6A90	0	ㅊ	첨
櫼	U+6AFC	0	ㅊ	첨
沾	U+6CBE	0	ㅊ	첨
添	U+6DFB	0	ㅊ	첨
瀸	U+7038	0	ㅊ	첨
灊	U+704A	0	ㅊ	첨
煔	U+7154	0	ㅊ	첨
甛	U+751B	0	ㅊ	첨
甜	U+751C	0	ㅊ	첨
瞻	U+77BB	0	ㅊ	첨
簷	U+7C37	0	ㅊ	첨
簽	U+7C3D	0	ㅊ	첨
籤	U+7C64	0	ㅊ	첨
襜	U+895C	0	ㅊ	첨
詹	U+8A79	0	ㅊ	첨
諂	U+8AC2	0	ㅊ	첨
倢	U+5022	0	ㅊ	첩
呫	U+546B	0	ㅊ	첩
喋	U+558B	0	ㅊ	첩
堞	U+581E	0	ㅊ	첩
妾	U+59BE	0	ㅊ	첩
婕	U+5A55	0	ㅊ	첩
帖	U+5E16	0	ㅊ	첩
怗	U+6017	0	ㅊ	첩
捷	U+6377	0	ㅊ	첩
牒	U+7252	0	ㅊ	첩
疊	U+758A	0	ㅊ	첩
睫	U+776B	0	ㅊ	첩
褺	U+893A	0	ㅊ	첩
諜	U+8ADC	0	ㅊ	첩
貼	U+8CBC	0	ㅊ	첩
輒	U+8F12	0	ㅊ	첩
凊	U+51CA	0	ㅊ	청
圊	U+570A	0	ㅊ	청
婧	U+5A67	0	ㅊ	청
廳	U+5EF3	0	ㅊ	청
晴	U+6674	0	ㅊ	청
淸	U+6DF8	0	ㅊ	청
清	U+6E05	0	ㅊ	청
聽	U+807D	0	ㅊ	청
菁	U+83C1	0	ㅊ	청
蜻	U+873B	0	ㅊ	청
請	U+8ACB	0	ㅊ	청
靑	U+9751	0	ㅊ	청
青	U+9752	0	ㅊ	청
鯖	U+9BD6	0	ㅊ	청
鶄	U+9D84	0	ㅊ	청
晴	U+FA12	0	ㅊ	청
請	U+FABB	0	ㅊ	청
䀸	U+4038	0	ㅊ	체
切	U+5207	0	ㅊ	체
剃	U+5243	0	ㅊ	체
墆	U+5886	0	ㅊ	체
崹	U+5D39	0	ㅊ	체
彘	U+5F58	0	ㅊ	체
摰	U+6470	0	ㅊ	체
替	U+66FF	0	ㅊ	체
杕	U+6755	0	ㅊ	체
棣	U+68E3	0	ㅊ	체
殢	U+6BA2	0	ㅊ	체
涕	U+6D95	0	ㅊ	체
滯	U+6EEF	0	ㅊ	체
玼	U+73BC	0	ㅊ	체
砌	U+780C	0	ㅊ	체
締	U+7DE0	0	ㅊ	체
蒂	U+8482	0	ㅊ	체
蔕	U+8515	0	ㅊ	체
諟	U+8ADF	0	ㅊ	체
諦	U+8AE6	0	ㅊ	체
逮	U+902E	0	ㅊ	체
遞	U+905E	0	ㅊ	체
釱	U+91F1	0	ㅊ	체
靆	U+9746	0	ㅊ	체
體	U+9AD4	0	ㅊ	체
髰	U+9AF0	0	ㅊ	체
䙘	U+4658	0	ㅊ	초
俏	U+4FCF	0	ㅊ	초
偢	U+5062	0	ㅊ	초
初	U+521D	0	ㅊ	초
剿	U+527F	0	ㅊ	초
勦	U+52E6	0	ㅊ	초
哨	U+54E8	0	ㅊ	초
妱	U+59B1	0	ㅊ	초
嫶	U+5AF6	0	ㅊ	초
岧	U+5CA7	0	ㅊ	초
嶕	U+5D95	0	ㅊ	초
怊	U+600A	0	ㅊ	초
悄	U+6084	0	ㅊ	초
愀	U+6100	0	ㅊ	초
憔	U+6194	0	ㅊ	초
抄	U+6284	0	ㅊ	초
招	U+62DB	0	ㅊ	초
杪	U+676A	0	ㅊ	초
梢	U+68A2	0	ㅊ	초
椒	U+6912	0	ㅊ	초
楚	U+695A	0	ㅊ	초
樵	U+6A35	0	ㅊ	초
欩	U+6B29	0	ㅊ	초
濋	U+6FCB	0	ㅊ	초
灱	U+7071	0	ㅊ	초
炒	U+7092	0	ㅊ	초
焦	U+7126	0	ㅊ	초
燋	U+71CB	0	ㅊ	초
硝	U+785D	0	ㅊ	초
礁	U+7901	0	ㅊ	초
礎	U+790E	0	ㅊ	초
祒	U+7952	0	ㅊ	초
秒	U+79D2	0	ㅊ	초
稍	U+7A0D	0	ㅊ	초
綃	U+7D83	0	ㅊ	초
耖	U+8016	0	ㅊ	초
肖	U+8096	0	ㅊ	초
艸	U+8278	0	ㅊ	초
苕	U+82D5	0	ㅊ	초
草	U+8349	0	ㅊ	초
蕉	U+8549	0	ㅊ	초
訬	U+8A2C	0	ㅊ	초
誚	U+8A9A	0	ㅊ	초
譙	U+8B59	0	ㅊ	초
貂	U+8C82	0	ㅊ	초
超	U+8D85	0	ㅊ	초
趠	U+8DA0	0	ㅊ	초
軺	U+8EFA	0	ㅊ	초
迢	U+8FE2	0	ㅊ	초
酢	U+9162	0	ㅊ	초
醋	U+918B	0	ㅊ	초
醮	U+91AE	0	ㅊ	초
釥	U+91E5	0	ㅊ	초
鈔	U+9214	0	ㅊ	초
鍫	U+936B	0	ㅊ	초
鍬	U+936C	0	ㅊ	초
陗	U+9657	0	ㅊ	초
鞘	U+9798	0	ㅊ	초
顦	U+9866	0	ㅊ	초
髫	U+9AEB	0	ㅊ	초
鷦	U+9DE6	0	ㅊ	초
齠	U+9F60	0	ㅊ	초
𪓐	U+2A4D0	0	ㅊ	초
促	U+4FC3	0	ㅊ	촉
囑	U+56D1	0	ㅊ	촉
曯	U+66EF	0	ㅊ	촉
燭	U+71ED	0	ㅊ	촉
爥	U+7225	0	ㅊ	촉
矗	U+77D7	0	ㅊ	촉
矚	U+77DA	0	ㅊ	촉
薥	U+85A5	0	ㅊ	촉
蜀	U+8700	0	ㅊ	촉
觸	U+89F8	0	ㅊ	촉
躅	U+8E85	0	ㅊ	촉
髑	U+9AD1	0	ㅊ	촉
吋	U+540B	0	ㅊ	촌
寸	U+5BF8	0	ㅊ	촌
忖	U+5FD6	0	ㅊ	촌
村	U+6751	0	ㅊ	촌
邨	U+90A8	0	ㅊ	촌
冢	U+51A2	0	ㅊ	총
叢	U+53E2	0	ㅊ	총
寵	U+5BF5	0	ㅊ	총
悤	U+60A4	0	ㅊ	총
憁	U+6181	0	ㅊ	총
摠	U+6460	0	ㅊ	총
漎	U+6F0E	0	ㅊ	총
潨	U+6F68	0	ㅊ	총
総	U+7DCF	0	ㅊ	총
總	U+7E3D	0	ㅊ	총
聡	U+8061	0	ㅊ	총
聰	U+8070	0	ㅊ	총
葱	U+8471	0	ㅊ	총
蓯	U+84EF	0	ㅊ	총
蔥	U+8525	0	ㅊ	총
銃	U+9283	0	ㅊ	총
鏦	U+93E6	0	ㅊ	총
驄	U+9A44	0	ㅊ	총
塚	U+FA10	0	ㅊ	총
撮	U+64AE	0	ㅊ	촬
催	U+50AC	0	ㅊ	최
嘬	U+562C	0	ㅊ	최
崔	U+5D14	0	ㅊ	최
摧	U+6467	0	ㅊ	최
最	U+6700	0	ㅊ	최
榱	U+69B1	0	ㅊ	최
漼	U+6F3C	0	ㅊ	최
璀	U+7480	0	ㅊ	최
磪	U+78EA	0	ㅊ	최
縗	U+7E17	0	ㅊ	최
脧	U+8127	0	ㅊ	최
僦	U+50E6	0	ㅊ	추
啾	U+557E	0	ㅊ	추
埾	U+57FE	0	ㅊ	추
墜	U+589C	0	ㅊ	추
娵	U+5A35	0	ㅊ	추
帚	U+5E1A	0	ㅊ	추
怞	U+601E	0	ㅊ	추
惆	U+60C6	0	ㅊ	추
抽	U+62BD	0	ㅊ	추
捶	U+6376	0	ㅊ	추
推	U+63A8	0	ㅊ	추
揂	U+63C2	0	ㅊ	추
揪	U+63EA	0	ㅊ	추
揫	U+63EB	0	ㅊ	추
搥	U+6425	0	ㅊ	추
椎	U+690E	0	ㅊ	추
楸	U+6978	0	ㅊ	추
樞	U+6A1E	0	ㅊ	추
湫	U+6E6B	0	ㅊ	추
甃	U+7503	0	ㅊ	추
瘳	U+7633	0	ㅊ	추
皺	U+76BA	0	ㅊ	추
秋	U+79CB	0	ㅊ	추
箠	U+7BA0	0	ㅊ	추
簉	U+7C09	0	ㅊ	추
縋	U+7E0B	0	ㅊ	추
縐	U+7E10	0	ㅊ	추
芻	U+82BB	0	ㅊ	추
萩	U+8429	0	ㅊ	추
蒭	U+84AD	0	ㅊ	추
諏	U+8ACF	0	ㅊ	추
趡	U+8DA1	0	ㅊ	추
趨	U+8DA8	0	ㅊ	추
追	U+8FFD	0	ㅊ	추
鄒	U+9112	0	ㅊ	추
酋	U+914B	0	ㅊ	추
醜	U+919C	0	ㅊ	추
錐	U+9310	0	ㅊ	추
錘	U+9318	0	ㅊ	추
鎚	U+939A	0	ㅊ	추
陬	U+966C	0	ㅊ	추
隹	U+96B9	0	ㅊ	추
雛	U+96DB	0	ㅊ	추
鞦	U+97A6	0	ㅊ	추
騅	U+9A05	0	ㅊ	추
魋	U+9B4B	0	ㅊ	추
鰌	U+9C0C	0	ㅊ	추
鰍	U+9C0D	0	ㅊ	추
鵻	U+9D7B	0	ㅊ	추
鶖	U+9D96	0	ㅊ	추
鶵	U+9DB5	0	ㅊ	추
麤	U+9EA4	0	ㅊ	추
龝	U+9F9D	0	ㅊ	추
䙘	U+4658	0	ㅊ	축
丑	U+4E11	0	ㅊ	축
妯	U+59AF	0	ㅊ	축
畜	U+755C	0	ㅊ	축
祝	U+795D	0	ㅊ	축
竺	U+7AFA	0	ㅊ	축
筑	U+7B51	0	ㅊ	축
築	U+7BC9	0	ㅊ	축
縮	U+7E2E	0	ㅊ	축
舳	U+8233	0	ㅊ	축
蓄	U+84C4	0	ㅊ	축
豖	U+8C56	0	ㅊ	축
蹙	U+8E59	0	ㅊ	축
蹜	U+8E5C	0	ㅊ	축
蹴	U+8E74	0	ㅊ	축
軸	U+8EF8	0	ㅊ	축
逐	U+9010	0	ㅊ	축
鼀	U+9F00	0	ㅊ	축
祝	U+FA51	0	ㅊ	축
媋	U+5A8B	0	ㅊ	춘
春	U+6625	0	ㅊ	춘
杶	U+6776	0	ㅊ	춘
椿	U+693F	0	ㅊ	춘
瑃	U+7443	0	ㅊ	춘
賰	U+8CF0	0	ㅊ	춘
出	U+51FA	0	ㅊ	출
朮	U+672E	0	ㅊ	출
泏	U+6CCF	0	ㅊ	출
秫	U+79EB	0	ㅊ	출
黜	U+9EDC	0	ㅊ	출
㳘	U+3CD8	0	ㅊ	충
充	U+5145	0	ㅊ	충
冲	U+51B2	0	ㅊ	충
忠	U+5FE0	0	ㅊ	충
忡	U+5FE1	0	ㅊ	충
沖	U+6C96	0	ㅊ	충
漴	U+6F34	0	ㅊ	충
珫	U+73EB	0	ㅊ	충
虫	U+866B	0	ㅊ	충
蟲	U+87F2	0	ㅊ	충
衝	U+885D	0	ㅊ	충
衷	U+8877	0	ㅊ	충
悴	U+60B4	0	ㅊ	췌
惴	U+60F4	0	ㅊ	췌
揣	U+63E3	0	ㅊ	췌
瘁	U+7601	0	ㅊ	췌
膵	U+81B5	0	ㅊ	췌
萃	U+8403	0	ㅊ	췌
贅	U+8D05	0	ㅊ	췌
顇	U+9847	0	ㅊ	췌
冣	U+51A3	0	ㅊ	취
取	U+53D6	0	ㅊ	취
吹	U+5439	0	ㅊ	취
嘴	U+5634	0	ㅊ	취
娶	U+5A36	0	ㅊ	취
就	U+5C31	0	ㅊ	취
橇	U+6A47	0	ㅊ	취
毳	U+6BF3	0	ㅊ	취
炊	U+708A	0	ㅊ	취
翠	U+7FE0	0	ㅊ	취
聚	U+805A	0	ㅊ	취
脆	U+8106	0	ㅊ	취
臭	U+81ED	0	ㅊ	취
趣	U+8DA3	0	ㅊ	취
醉	U+9189	0	ㅊ	취
驟	U+9A5F	0	ㅊ	취
鷲	U+9DF2	0	ㅊ	취
仄	U+4EC4	0	ㅊ	측
側	U+5074	0	ㅊ	측
厠	U+53A0	0	ㅊ	측
廁	U+5EC1	0	ㅊ	측
惻	U+60FB	0	ㅊ	측
昃	U+6603	0	ㅊ	측
測	U+6E2C	0	ㅊ	측
層	U+FA3B	0	ㅊ	층
侈	U+4F88	0	ㅊ	치
値	U+5024	0	ㅊ	치
卮	U+536E	0	ㅊ	치
卶	U+5376	0	ㅊ	치
哆	U+54C6	0	ㅊ	치
嗤	U+55E4	0	ㅊ	치
寘	U+5BD8	0	ㅊ	치
峙	U+5CD9	0	ㅊ	치
幟	U+5E5F	0	ㅊ	치
恀	U+6040	0	ㅊ	치
恥	U+6065	0	ㅊ	치
梔	U+6894	0	ㅊ	치
治	U+6CBB	0	ㅊ	치
淄	U+6DC4	0	ㅊ	치
熾	U+71BE	0	ㅊ	치
畤	U+7564	0	ㅊ	치
痓	U+75D3	0	ㅊ	치
痔	U+75D4	0	ㅊ	치
痴	U+75F4	0	ㅊ	치
癡	U+7661	0	ㅊ	치
稚	U+7A1A	0	ㅊ	치
穉	U+7A49	0	ㅊ	치
絺	U+7D7A	0	ㅊ	치
緇	U+7DC7	0	ㅊ	치
緻	U+7DFB	0	ㅊ	치
置	U+7F6E	0	ㅊ	치
致	U+81F4	0	ㅊ	치
菑	U+83D1	0	ㅊ	치
薙	U+8599	0	ㅊ	치
蚩	U+86A9	0	ㅊ	치
