# 《通用规范汉字表》（2013年） 
# https://github.com/cdtym/digital-table-of-general-standard-chinese-characters
#
# 原表8105字
# 附表一繁体字列2648字（传承字）
# 附表一异体字列1023字
# 全表共计11776=8105+2648+1023字
# 其中133字分别出现2次，去重后共11643字。
# 繁简关系：无繁体组5552、一一对应组2445、复杂对应组108（其有96组一个规范字对应多个繁体字（或传承字））。
# 
# 缺少编码
# 其中有5个异体字字未进行unicode编码，分别是：
# 610_1_3	⿰韋刄 	
# 1360_0_1	⿰王冊 # 1360_0_1可认同到“珊”（参考港台字形，同码异形）
# 2424_0_2	⿰氵⿱⿻夕丶缶 # 2424_0_2疑似可以认同到“滛”U+6EDB，参考校编本《第一批异体字整理表》，顾雪枫 编著，苏州大学出版社
# 3317_0_2	⿰扌㕘	# 3317_0_2疑似可以认同到“撡”U+64A1，参考《语言文字规范标准 (教育部语言文字信息管理司组编)》 
# 4225_0_1	⿰口芉	# 4225_0_1疑似可以认同到“哶”U+54F6

# 序号	汉字	Unicode		
6794	𦰡	U+26C21
6795	茛	U+831B
6796	荭	U+836D
6796_1	葒	U+8452
6797	㭕	U+3B55
6798	柷	U+67F7
6799	柃	U+67C3
6800	柊	U+67CA
6801	枹	U+67B9
6802	栐	U+6810
6803	柖	U+67D6
6804	郚	U+90DA
6805	剅	U+5245
6806	䴓	U+4D13
6806_1	鳾	U+9CFE
6807	迺	U+8FFA
6808	厖	U+5396
6809	砆	U+7806
6810	砑	U+7811
6811	砄	U+7804
6812	耏	U+800F
6813	奓	U+5953
6814	䶮	U+4DAE
6814_1	龑	U+9F91
6815	轵	U+8F75
6815_1	軹	U+8EF9
6816	轷	U+8F77
6816_1	軤	U+8EE4
6817	轹	U+8F79
6817_1	轢	U+8F62
6818	轺	U+8F7A
6818_1	軺	U+8EFA
6819	昺	U+663A
6820	𪾢	U+2AFA2
6820_1	睍	U+774D
6821	昽	U+663D
6821_1	曨	U+66E8
6822	盷	U+76F7
6823	咡	U+54A1
6824	咺	U+54BA
6825	昳	U+6633
6826	昣	U+6623
6827	哒	U+54D2
6827_1	噠	U+5660
6828	昤	U+6624
6829	昫	U+662B
6830	昡	U+6621
6831	咥	U+54A5
6832	昪	U+662A
6833	虷	U+8677
6834	虸	U+8678
6835	哃	U+54C3
6836	峘	U+5CD8
6837	耑	U+8011
6838	峛	U+5CDB
6839	𪨰	U+2AA30
6840	峗	U+5CD7
6841	峧	U+5CE7
6842	帡	U+5E21
6843	钘	U+9498
6843_1	鈃	U+9203
6844	𫓧	U+2B4E7
6844_1	鈇	U+9207
6845	钜	U+949C
6845_1	鉅	U+9245
6846	𬬮	U+2CB2E
6846_1	鋹	U+92F9
6847	𬬱	U+2CB31
6847_1	釿	U+91FF
6848	𬬭	U+2CB2D
6848_1	錀	U+9300
6849	钪	U+94AA
6849_1	鈧	U+9227
6850	钬	U+94AC
6850_1	鈥	U+9225
6851	钭	U+94AD
6851_1	鈄	U+9204
6852	矧	U+77E7
6853	秬	U+79EC
6854	俫	U+4FEB
6854_1	倈	U+5008
6855	舁	U+8201
6856	俜	U+4FDC
6857	俙	U+4FD9
6858	俍	U+4FCD
6859	垕	U+5795
6860	衎	U+884E
6861	舣	U+8223
6861_1	艤	U+8264
6862	弇	U+5F07
6863	侴	U+4FB4
6864	鸧	U+9E27
6864_1	鶬	U+9DAC
6865	䏡	U+43E1
6866	胠	U+80E0
6867	𦙶	U+26676
6868	胈	U+80C8
6869	胩	U+80E9
6870	胣	U+80E3
6871	朏	U+670F
6872	飐	U+98D0
6872_1	颭	U+98AD
6873	訄	U+8A04
6874	饻	U+997B
6874_1	餏	U+990F
6875	庤	U+5EA4
6876	疢	U+75A2
6877	炣	U+70A3
6878	炟	U+709F
6879	㶲	U+3DB2
6880	洭	U+6D2D
6881	洘	U+6D18
6882	洓	U+6D13
6883	洿	U+6D3F
6884	㳚	U+3CDA
6885	泚	U+6CDA
6886	浈	U+6D48
6886_1	湞	U+6E5E
6887	浉	U+6D49
6887_1	溮	U+6EAE
6888	洸	U+6D38
6889	洑	U+6D11
6890	洢	U+6D22
6891	洈	U+6D08
6892	洚	U+6D1A
6893	洺	U+6D3A
6894	洨	U+6D28
6895	浐	U+6D50
6895_1	滻	U+6EFB
6896	㳘	U+3CD8
6897	洴	U+6D34
6898	洣	U+6D23
6899	恔	U+6054
6900	宬	U+5BAC
6901	窀	U+7A80
6902	扂	U+6242
6903	袆	U+8886
6903_1	褘	U+8918
6904	祏	U+794F
6905	祐	U+7950
6906	祕	U+7955
6907	叚	U+53DA
6908	陧	U+9667
6909	陞	U+965E
6910	娀	U+5A00
6911	姞	U+59DE
6912	姱	U+59F1
6913	姤	U+59E4
6914	姶	U+59F6
6915	姽	U+59FD
6916	枲	U+67B2
6917	绖	U+7ED6
6917_1	絰	U+7D70
6918	骃	U+9A83
6918_1	駰	U+99F0
6919	𬘡	U+2C621
6919_1	絪	U+7D6A
6920	𬳽	U+2CCFD
6920_1	駪	U+99EA
6921	𬘩	U+2C629
6921_1	綎	U+7D8E
6922	𫄧	U+2B127
6922_1	綖	U+7D96
6923	彖	U+5F56
6924	骉	U+9A89
6924_1	驫	U+9A6B
6925	恝	U+605D
6926	珪	U+73EA
6927	珛	U+73DB
6928	珹	U+73F9
6929	琊	U+740A
6930	玼	U+73BC
6931	珖	U+73D6
6932	𪟝	U+2A7DD
6932_1	勣	U+52E3
6933	珽	U+73FD
6934	珦	U+73E6
6935	珫	U+73EB
6936	珒	U+73D2
6937	𬍤	U+2C364
6937_1	璕	U+7495
6938	珢	U+73E2
6939	珕	U+73D5
6940	珝	U+73DD
6941	𫭼	U+2BB7C
6941_1	𡑍	U+2144D
6942	埗	U+57D7
6943	垾	U+57BE
6944	垺	U+57BA
6945	埆	U+57C6
6946	垿	U+57BF
6947	埌	U+57CC
6948	埇	U+57C7
6949	莰	U+83B0
6950	茝	U+831D
6951	𬜯	U+2C72F
6951_1	䓣	U+44E3
6952	鄀	U+9100
6953	莶	U+83B6
6953_1	薟	U+859F
6954	莝	U+839D
6955	䓖	U+44D6
6955_1	藭	U+85ED
6956	莙	U+8399
6957	栻	U+683B
6958	桠	U+6860
6958_1	椏	U+690F
6959	𬂩	U+2C0A9
6959_1	梜	U+689C
6960	桄	U+6844
6961	梠	U+68A0
6962	栴	U+6834
6963	梴	U+68B4
6964	栒	U+6812
6965	酎	U+914E
6966	酏	U+914F
6967	𫠆	U+2B806
6967_1	頍	U+980D
6968	砵	U+7835
6969	砠	U+7820
6970	砫	U+782B
6971	砬	U+782C
6972	硁	U+7841
6972_1	硜	U+785C
6973	恧	U+6067
6974	翃	U+7FC3
6975	郪	U+90EA
6976	𨐈	U+28408
6976_1	輄	U+8F04
6977	辀	U+8F80
6977_1	輈	U+8F08
6978	辁	U+8F81
6978_1	輇	U+8F07
6979	𬌗	U+2C317
6980	剕	U+5255
6981	赀	U+8D40
6981_1	貲	U+8CB2
6982	哢	U+54E2
6983	晅	U+6645
6984	晊	U+664A
6985	唝	U+551D
6985_1	嗊	U+55CA
6986	哳	U+54F3
6987	哱	U+54F1
6988	冔	U+5194
6989	晔	U+6654
6989_1	曄	U+66C4
6990	晐	U+6650
6991	晖	U+6656
6991_1	暉	U+6689
6992	畖	U+7556
6993	蚄	U+8684
6994	蚆	U+8686
6995	𫑡	U+2B461
6995_1	鄳	U+9133
6996	帱	U+5E31
6996_1	幬	U+5E6C
6997	崁	U+5D01
6998	峿	U+5CFF
6999	𪨶	U+2AA36
6999_1	輋	U+8F0B
7000	崄	U+5D04
7000_1	嶮	U+5DAE
7001	帨	U+5E28
7002	崀	U+5D00
7003	赆	U+8D46
7003_1	贐	U+8D10
7004	𬬸	U+2CB38
7004_1	鉥	U+9265
7005	钷	U+94B7
7005_1	鉕	U+9255
7006	𬬻	U+2CB3B
7006_1	鑪	U+946A
7007	𬬹	U+2CB39
7007_1	鉮	U+926E
7008	𬬿	U+2CB3F
7008_1	鉊	U+924A
7009	𬭁	U+2CB41
7009_1	鉧	U+9267
7010	眚	U+771A
7011	甡	U+7521
7012	笫	U+7B2B
7013	倻	U+503B
7014	倴	U+5034
7015	脩	U+8129
7016	倮	U+502E
7017	倕	U+5015
7018	倞	U+501E
7019	𫢸	U+2B8B8
7019_1	僤	U+50E4
7020	倓	U+5013
7021	倧	U+5027
7022	衃	U+8843
7023	虒	U+8652
7024	舭	U+822D
7025	舯	U+822F
7026	舥	U+8225
7027	瓞	U+74DE
7028	鬯	U+9B2F
7029	鸰	U+9E30
7029_1	鴒	U+9D12
7030	脎	U+810E
7031	朓	U+6713
7032	胲	U+80F2
7033	虓	U+8653
7034	鱽	U+9C7D
7034_1	魛	U+9B5B
7035	狴	U+72F4
7036	峱	U+5CF1
7037	狻	U+72FB
7038	眢	U+7722
7039	𫗧	U+2B5E7
7039_1	餗	U+9917
7040	勍	U+52CD
7041	痄	U+75C4
7042	疰	U+75B0
7043	痃	U+75C3
7044	竘	U+7AD8
7045	羖	U+7F96
7046	羓	U+7F93
7047	桊	U+684A
7048	敉	U+6549
7049	烠	U+70E0
7050	烔	U+70D4
7051	烶	U+70F6
7052	烻	U+70FB
7053	𬊈	U+2C288
7053_1	燖	U+71D6
7054	涍	U+6D8D
7055	浡	U+6D61
7056	浭	U+6D6D
7057	浬	U+6D6C
7058	涄	U+6D84
7059	涢	U+6DA2
7059_1	溳	U+6EB3
7060	涐	U+6D90
7061	浰	U+6D70
7062	浟	U+6D5F
7063	浛	U+6D5B
7064	浼	U+6D7C
7065	浲	U+6D72
7066	涘	U+6D98
7067	悈	U+6088
7068	悃	U+6083
7069	悢	U+60A2
7070	𬒈	U+2C488
7070_1	礐	U+7910
7071	宧	U+5BA7
7072	窅	U+7A85
7073	窊	U+7A8A
7074	窎	U+7A8E
7074_1	窵	U+7AB5
7075	扅	U+6245
7076	扆	U+6246
7077	袪	U+88AA
7078	袗	U+8897
7079	袯	U+88AF
7079_1	襏	U+894F
7080	祧	U+7967
7081	隺	U+96BA
7082	堲	U+5832
7083	疍	U+758D
7084	𨺙	U+28E99
7085	陴	U+9674
7086	烝	U+70DD
7087	砮	U+782E
7088	㛚	U+36DA
7089	哿	U+54FF
7090	翀	U+7FC0
7091	翂	U+7FC2
7092	剟	U+525F
7093	𬳿	U+2CCFF
7093_1	駼	U+99FC
7094	𫄨	U+2B128
7094_1	絺	U+7D7A
7095	绤	U+7EE4
7095_1	綌	U+7D8C
7096	骍	U+9A8D
7096_1	騂	U+9A02
7097	𬘫	U+2C62B
7097_1	綄	U+7D84
7098	䂮	U+40AE
7099	琎	U+740E
7099_1	璡	U+74A1
7100	珸	U+73F8
7101	珵	U+73F5
7102	琄	U+7404
7103	琈	U+7408
7104	琀	U+7400
7105	珺	U+73FA
7106	掭	U+63AD
7107	堎	U+580E
7108	堐	U+5810
7109	埼	U+57FC
7110	掎	U+638E
7111	埫	U+57EB
7112	堌	U+580C
7113	晢	U+6662
7114	𫮃	U+2BB83
7114_1	墠	U+58A0
7115	掞	U+639E
7116	埪	U+57EA
7117	壸	U+58F8
7117_1	壼	U+58FC
7118	㙍	U+364D
7119	聍	U+804D
7119_1	聹	U+8079
7120	菝	U+83DD
7121	萚	U+841A
7121_1	蘀	U+8600
7122	菥	U+83E5
7123	莿	U+83BF
7124	䓫	U+44EB
7125	勚	U+52DA
7125_1	勩	U+52E9
7126	䓬	U+44EC
7127	萆	U+8406
7128	菂	U+83C2
7129	菍	U+83CD
7130	菼	U+83FC
7131	萣	U+8423
7132	䓨	U+44E8
7132_1	罃	U+7F43
7133	菉	U+83C9
7134	䓛	U+44DB
7135	梼	U+68BC
7135_1	檮	U+6AAE
7136	梽	U+68BD
7137	桲	U+6872
7138	梾	U+68BE
7138_1	棶	U+68F6
7139	桯	U+686F
7140	梣	U+68A3
7141	梌	U+688C
7142	桹	U+6879
7143	敔	U+6554
7144	厣	U+53A3
7144_1	厴	U+53B4
7145	硔	U+7854
7146	鿎	U+9FCE
7146_1	䃮	U+40EE
7147	硙	U+7859
7147_1	磑	U+78D1
7148	硚	U+785A
7148_1	礄	U+7904
7149	硊	U+784A
7150	硍	U+784D
7151	勔	U+52D4
7152	䴕	U+4D15
7152_1	鴷	U+9D37
7153	龁	U+9F81
7153_1	齕	U+9F55
7154	逴	U+9034
7155	唪	U+552A
7156	啫	U+556B
7157	翈	U+7FC8
7158	㫰	U+3AF0
7159	晙	U+6659
7160	畤	U+7564
7161	𬱖	U+2CC56
7161_1	頔	U+9814
7162	趼	U+8DBC
7163	跂	U+8DC2
7164	蛃	U+86C3
7165	蚲	U+86B2
7166	𬟽	U+2C7FD
7166_1	蝀	U+8740
7167	蚺	U+86BA
7168	啴	U+5574
7168_1	嘽	U+563D
7169	䎃	U+4383
7170	崧	U+5D27
7171	崟	U+5D1F
7172	崞	U+5D1E
7173	崒	U+5D12
7174	崌	U+5D0C
7175	崡	U+5D21
7176	铏	U+94CF
7176_1	鉶	U+9276
7177	𫓯	U+2B4EF
7177_1	銈	U+9288
7178	𫟹	U+2B7F9
7178_1	鉷	U+9277
7179	铕	U+94D5
7179_1	銪	U+92AA
7180	𫟼	U+2B7FC
7180_1	鐽	U+943D
7181	铖	U+94D6
7181_1	鋮	U+92EE
7182	铘	U+94D8
7182_1	鋣	U+92E3
7183	铚	U+94DA
7183_1	銍	U+928D
7184	铞	U+94DE
7184_1	銱	U+92B1
7185	铥	U+94E5
7185_1	銩	U+92A9
7186	铴	U+94F4
7186_1	鐋	U+940B
7187	牻	U+727B
7188	牿	U+727F
7189	稆	U+7A06
7190	笱	U+7B31
7191	笯	U+7B2F
7192	偰	U+5070
7193	偡	U+5061
7194	鸺	U+9E3A
7194_1	鵂	U+9D42
7195	偭	U+506D
7196	偲	U+5072
7197	偁	U+5041
7198	㿠	U+3FE0
7199	鄅	U+9105
7200	偓	U+5053
7201	徛	U+5F9B
7202	衒	U+8852
7203	舳	U+8233
7204	舲	U+8232
7205	鸼	U+9E3C
7205_1	鵃	U+9D43
7206	悆	U+6086
7207	鄃	U+9103
7208	瓻	U+74FB
7209	䝙	U+4759
7209_1	貙	U+8C99
7210	脶	U+8136
7210_1	腡	U+8161
7211	脞	U+811E
7212	脟	U+811F
7213	䏲	U+43F2
7214	鱾	U+9C7E
7214_1	魢	U+9B62
7215	猇	U+7307
7216	猊	U+730A
7217	猄	U+7304
7218	觖	U+89D6
7219	𠅤	U+20164
7220	庱	U+5EB1
7221	庼	U+5EBC
7221_1	廎	U+5ECE
7222	庳	U+5EB3
7223	痓	U+75D3
7224	䴔	U+4D14
7224_1	鵁	U+9D41
7225	竫	U+7AEB
7226	堃	U+5803
7227	阌	U+960C
7227_1	閿	U+95BF
7228	羝	U+7F9D
7229	羕	U+7F95
7230	焆	U+7106
7231	烺	U+70FA
7232	焌	U+710C
7233	淏	U+6DCF
7234	𬇹	U+2C1F9
7234_1	漍	U+6F0D
7235	淟	U+6DDF
7236	淜	U+6DDC
7237	淴	U+6DF4
7238	淯	U+6DEF
7239	湴	U+6E74
7240	涴	U+6DB4
7241	𬍡	U+2C361
7241_1	璗	U+7497
7242	㥄	U+3944
7243	惛	U+60DB
7244	惔	U+60D4
7245	悰	U+60B0
7246	惙	U+60D9
7247	寁	U+5BC1
7248	逭	U+902D
7249	𬤇	U+2C907
7249_1	諲	U+8AF2
7250	𫍯	U+2B36F
7250_1	諴	U+8AF4
7251	袼	U+88BC
7252	裈	U+88C8
7252_1	褌	U+890C
7253	祲	U+7972
7254	𬤊	U+2C90A
7254_1	諟	U+8ADF
7255	𫍲	U+2B372
7255_1	謏	U+8B0F
7256	谞	U+8C1E
7256_1	諝	U+8ADD
7257	艴	U+8274
7258	弸	U+5F38
7259	弶	U+5F36
7260	𬯎	U+2CBCE
7260_1	隤	U+96A4
7261	隃	U+9683
7262	婞	U+5A5E
7263	娵	U+5A35
7264	婼	U+5A7C
7265	媖	U+5A96
7266	婳	U+5A73
7266_1	嫿	U+5AFF
7267	婍	U+5A4D
7268	婌	U+5A4C
7269	婫	U+5A6B
7270	婤	U+5A64
7271	婘	U+5A58
7272	婠	U+5A60
7273	𬘬	U+2C62C
7273_1	綪	U+7DAA
7274	𬘭	U+2C62D
7274_1	綝	U+7D9D
7275	𬴂	U+2CD02
7275_1	騑	U+9A11
7276	𫘦	U+2B626
7276_1	騊	U+9A0A
7277	绹	U+7EF9
7277_1	綯	U+7DAF
7278	𫟅	U+2B7C5
7278_1	綡	U+7DA1
7279	𬘯	U+2C62F
7279_1	綧	U+7DA7
7280	骕	U+9A95
7280_1	驌	U+9A4C
7281	𫘧	U+2B627
7281_1	騄	U+9A04
7282	絜	U+7D5C
7283	珷	U+73F7
7284	琲	U+7432
7285	琡	U+7421
7286	琟	U+741F
7287	琔	U+7414
7288	琭	U+742D
7289	堾	U+583E
7290	堼	U+583C
7291	揕	U+63D5
7292	㙘	U+3658
7293	堧	U+5827
7294	喆	U+5586
7295	堨	U+5828
7296	塅	U+5845
7297	堠	U+5820
7298	絷	U+7D77
7298_1	縶	U+7E36
7299	𪣻	U+2A8FB
7299_1	塿	U+587F
7300	𡎚	U+2139A
7301	葜	U+845C
7302	惎	U+60CE
7303	萳	U+8433
7304	葙	U+8459
7305	靬	U+976C
7306	葴	U+8474
7307	蒇	U+8487
7307_1	蕆	U+8546
7308	蒈	U+8488
7309	鄚	U+911A
7310	蒉	U+8489
7310_1	蕢	U+8562
7311	蓇	U+84C7
7312	萩	U+8429
7313	蒐	U+8490
7314	葰	U+8470
7315	葎	U+844E
7316	鄑	U+9111
7317	蒎	U+848E
7318	葖	U+8456
7319	蒄	U+8484
7320	萹	U+8439
7321	棤	U+68E4
7322	棽	U+68FD
7323	棫	U+68EB
7324	椓	U+6913
7325	椑	U+6911
7326	𬃊	U+2C0CA
7326_1	櫍	U+6ACD
7327	鹀	U+9E40
7327_1	鵐	U+9D50
7328	椆	U+6906
7329	棓	U+68D3
7330	棬	U+68EC
7331	棪	U+68EA
7332	椀	U+6900
7333	楗	U+6957
7334	𬷕	U+2CDD5
7334_1	鵏	U+9D4F
7335	甦	U+7526
7336	酦	U+9166
7336_1	醱	U+91B1
7337	觌	U+89CC
7337_1	覿	U+89BF
7338	奡	U+5961
7339	皕	U+7695
7340	硪	U+786A
7341	欹	U+6B39
7342	詟	U+8A5F
7342_1	讋	U+8B8B
7343	𫐐	U+2B410
7343_1	輗	U+8F17
7344	辌	U+8F8C
7344_1	輬	U+8F2C
7345	棐	U+68D0
7346	龂	U+9F82
7346_1	齗	U+9F57
7347	𬹼	U+2CE7C
7347_1	齘	U+9F58
7348	黹	U+9EF9
7349	牚	U+725A
7350	睎	U+774E
7351	晫	U+666B
7352	晪	U+666A
7353	晱	U+6671
7354	𧿹	U+27FF9
7355	蛑	U+86D1
7356	畯	U+756F
7357	斝	U+659D
7358	喤	U+55A4
7359	崶	U+5D36
7360	嵁	U+5D41
7361	𫶇	U+2BD87
7361_1	嵽	U+5D7D
7362	崾	U+5D3E
7363	嵅	U+5D45
7364	崿	U+5D3F
7365	嵚	U+5D5A
7365_1	嶔	U+5D94
7366	翙	U+7FD9
7366_1	翽	U+7FFD
7367	𫖮	U+2B5AE
7367_1	顗	U+9857
7368	圌	U+570C
7369	圐	U+5710
7370	赑	U+8D51
7370_1	贔	U+8D14
7371	淼	U+6DFC
7372	赒	U+8D52
7372_1	賙	U+8CD9
7373	鿏	U+9FCF
7373_1	䥑	U+4951
7374	铹	U+94F9
7374_1	鐒	U+9412
7375	𬭊	U+2CB4A
7375_1	𨧀	U+289C0
7376	铽	U+94FD
7376_1	鋱	U+92F1
7377	𨱇	U+28C47
7377_1	銶	U+92B6
7378	𫓶	U+2B4F6
7378_1	鋗	U+92D7
7379	锊	U+950A
7379_1	鋝	U+92DD
7380	锍	U+950D
7380_1	鋶	U+92F6
7381	锎	U+950E
7381_1	鐦	U+9426
7382	𬭎	U+2CB4E
7382_1	鋐	U+92D0
7383	锓	U+9513
7383_1	鋟	U+92DF
7384	犇	U+7287
7385	颋	U+988B
7385_1	頲	U+9832
7386	稌	U+7A0C
7387	筀	U+7B40
7388	筘	U+7B58
7389	筜	U+7B5C
7389_1	簹	U+7C39
7390	筥	U+7B65
7391	筅	U+7B45
7392	傃	U+5083
7393	傉	U+5089
7394	翛	U+7FDB
7395	傒	U+5092
7396	傕	U+5095
7397	舾	U+823E
7398	畬	U+756C
7399	𫖯	U+2B5AF
7399_1	頫	U+982B
7400	脿	U+813F
7401	腘	U+8158
7401_1	膕	U+8195
7402	䐃	U+4403
7403	腙	U+8159
7404	腒	U+8152
7405	𬱟	U+2CC5F
7405_1	頠	U+9820
7406	鲃	U+9C83
7406_1	䰾	U+4C3E
7407	猰	U+7330
7408	𫛭	U+2B6ED
7408_1	鵟	U+9D5F
7409	猯	U+732F
7410	㺄	U+3E84
7411	馉	U+9989
7411_1	餶	U+9936
7412	凓	U+51D3
7413	鄗	U+9117
7414	𫷷	U+2BDF7
7414_1	廞	U+5EDE
7415	廋	U+5ECB
7416	廆	U+5EC6
7417	鄌	U+910C
7418	粢	U+7CA2
7419	遆	U+9046
7420	旐	U+65D0
7421	𬮱	U+2CBB1
7421_1	闉	U+95C9
7422	焞	U+711E
7423	𬊤	U+2C2A4
7423_1	燀	U+71C0
7424	欻	U+6B3B
7425	𣸣	U+23E23
7425_1	濆	U+6FC6
7426	溚	U+6E9A
7427	溁	U+6E81
7427_1	濚	U+6FDA
7428	湝	U+6E5D
7429	渰	U+6E30
7430	湓	U+6E53
7431	㴔	U+3D14
7432	渟	U+6E1F
7433	溠	U+6EA0
7434	渼	U+6E3C
7435	溇	U+6E87
7435_1	漊	U+6F0A
7436	湣	U+6E63
7437	湑	U+6E51
7438	溞	U+6E9E
7439	愐	U+6110
7440	愃	U+6103
7441	敩	U+6569
7441_1	斆	U+6586
7442	甯	U+752F
7443	棨	U+68E8
7444	扊	U+624A
7445	裣	U+88E3
7445_1	襝	U+895D
7446	祼	U+797C
7447	婻	U+5A7B
7448	媆	U+5A86
7449	媞	U+5A9E
7450	㛹	U+36F9
7451	媓	U+5A93
7452	媂	U+5A82
7453	媄	U+5A84
7454	毵	U+6BF5
7454_1	毿	U+6BFF
7455	矞	U+77DE
7456	𬴃	U+2CD03
7456_1	騞	U+9A1E
7457	𫘨	U+2B628
7457_1	騠	U+9A20
7458	缊	U+7F0A
7458_1	緼	U+7DFC
7459	缐	U+7F10
7459_1	線	U+7DDA
7460	骙	U+9A99
7460_1	騤	U+9A24
7461	瑃	U+7443
7462	瑓	U+7453
7463	瑅	U+7445
7464	瑆	U+7446
7465	䴖	U+4D16
7465_1	鶄	U+9D84
7466	瑖	U+7456
7467	瑝	U+745D
7468	瑔	U+7454
7469	瑀	U+7440
7470	𤧛	U+249DB
7471	瑳	U+7473
7472	瑂	U+7442
7473	嶅	U+5D85
7474	瑑	U+7451
7475	遘	U+9058
7476	髢	U+9AE2
7477	塥	U+5865
7478	堽	U+583D
7479	赪	U+8D6A
7479_1	赬	U+8D6C
7480	摛	U+645B
7481	塝	U+585D
7482	搒	U+6412
7483	搌	U+640C
7484	蒱	U+84B1
7485	蒨	U+84A8
7486	蓏	U+84CF
7487	蔀	U+8500
7488	蓢	U+84E2
7489	蓂	U+84C2
7490	蒻	U+84BB
7491	蓣	U+84E3
7491_1	蕷	U+8577
7492	椹	U+6939
7493	楪	U+696A
7494	榃	U+6983
7495	榅	U+6985
7496	楒	U+6952
7497	楞	U+695E
7498	楩	U+6969
7499	榇	U+6987
7499_1	櫬	U+6AEC
7500	椸	U+6938
7501	楙	U+6959
7502	歅	U+6B45
7503	𬪩	U+2CAA9
7503_1	醲	U+91B2
7504	碃	U+7883
7505	碏	U+788F
7506	𬒔	U+2C494
7507	碈	U+7888
7508	䃅	U+40C5
7508_1	磾	U+78FE
7509	硿	U+787F
7510	鄠	U+9120
7511	辒	U+8F92
7511_1	輼	U+8F3C
7512	𬨎	U+2CA0E
7512_1	輶	U+8F36
7513	𫐓	U+2B413
7513_1	輮	U+8F2E
7514	龆	U+9F86
7514_1	齠	U+9F60
7515	觜	U+89DC
7516	䣘	U+48D8
7517	暕	U+6695
7518	鹍	U+9E4D
7518_1	鵾	U+9D7E
7519	𫫇	U+2BAC7
7519_1	噁	U+5641
7520	㬊	U+3B0A
7521	暅	U+6685
7522	跱	U+8DF1
7523	蜐	U+8710
7524	蜎	U+870E
7525	嵲	U+5D72
7526	赗	U+8D57
7526_1	賵	U+8CF5
7527	骱	U+9AB1
7528	锖	U+9516
7528_1	錆	U+9306
7529	𫓹	U+2B4F9
7529_1	錤	U+9324
7530	锘	U+9518
7530_1	鍩	U+9369
7531	锳	U+9533
7531_1	鍈	U+9348
7532	锧	U+9527
7532_1	鑕	U+9455
7533	锪	U+952A
7533_1	鍃	U+9343
7534	𬭚	U+2CB5A
7534_1	錞	U+931E
7535	锫	U+952B
7535_1	錇	U+9307
7536	锬	U+952C
7536_1	錟	U+931F
7537	𬭛	U+2CB5B
7537_1	𨨏	U+28A0F
7538	稑	U+7A11
7539	稙	U+7A19
7540	䅟	U+415F
7540_1	穇	U+7A47
7541	𬕂	U+2C542
7541_1	篢	U+7BE2
7542	筻	U+7B7B
7543	筼	U+7B7C
7543_1	篔	U+7BD4
7544	筶	U+7B76
7545	筦	U+7B66
7546	筤	U+7B64
7547	傺	U+50BA
7548	鹎	U+9E4E
7548_1	鵯	U+9D6F
7549	僇	U+50C7
7550	艅	U+8245
7551	艉	U+8249
7552	谼	U+8C3C
7553	貆	U+8C86
7554	腽	U+817D
7555	腨	U+8168
7556	腯	U+816F
7557	鲉	U+9C89
7557_1	鮋	U+9B8B
7558	鲊	U+9C8A
7558_1	鮓	U+9B93
7559	鲌	U+9C8C
7559_1	鮊	U+9B8A
7560	䲟	U+4C9F
7560_1	鮣	U+9BA3
7561	𬶋	U+2CD8B
7561_1	鮈	U+9B88
7562	𬶍	U+2CD8D
7562_1	鮀	U+9B80
7563	鲏	U+9C8F
7563_1	鮍	U+9B8D
7564	雊	U+96CA
7565	猺	U+733A
7566	飔	U+98D4
7566_1	颸	U+98B8
7567	觟	U+89DF
7568	𦝼	U+2677C
7568_1	膢	U+81A2
7569	馌	U+998C
7569_1	饁	U+9941
7570	裛	U+88DB
7571	廒	U+5ED2
7572	瘀	U+7600
7573	瘅	U+7605
7573_1	癉	U+7649
7574	鄘	U+9118
7575	鹒	U+9E52
7575_1	鶊	U+9D8A
7576	鄜	U+911C
7577	麀	U+9E80
7578	鄣	U+9123
7579	阘	U+9618
7579_1	闒	U+95D2
7580	𫔶	U+2B536
7580_1	闑	U+95D1
7581	煁	U+7141
7582	煃	U+7143
7583	煴	U+7174
7584	煋	U+714B
7585	煟	U+715F
7586	煓	U+7153
7587	滠	U+6EE0
7587_1	灄	U+7044
7588	溍	U+6E8D
7589	溹	U+6EB9
7590	滆	U+6EC6
7591	滉	U+6EC9
7592	溦	U+6EA6
7593	溵	U+6EB5
7594	漷	U+6F37
7595	滧	U+6EE7
7596	滘	U+6ED8
7597	滍	U+6ECD
7598	愭	U+612D
7599	慥	U+6165
7600	慆	U+6146
7601	塱	U+5871
7602	𫌀	U+2B300
7602_1	襀	U+8940
7603	裼	U+88FC
7604	禋	U+798B
7605	禔	U+7994
7606	禘	U+7998
7607	禒	U+7992
7608	谫	U+8C2B
7608_1	謭	U+8B2D
7609	鹔	U+9E54
7609_1	鷫	U+9DEB
7610	𫖳	U+2B5B3
7610_1	頵	U+9835
7611	愍	U+610D
7612	嫄	U+5AC4
7613	媱	U+5AB1
7614	戤	U+6224
7615	勠	U+52E0
7616	戣	U+6223
7617	𫘪	U+2B62A
7617_1	騵	U+9A35
7618	𫘬	U+2B62C
7618_1	騱	U+9A31
7619	缞	U+7F1E
