# 《通用规范汉字表》（2013年） 
# https://github.com/cdtym/digital-table-of-general-standard-chinese-characters
#
# 原表8105字
# 附表一繁体字列2648字（传承字）
# 附表一异体字列1023字
# 全表共计11776=8105+2648+1023字
# 其中133字分别出现2次，去重后共11643字。
# 繁简关系：无繁体组5552、一一对应组2445、复杂对应组108（其有96组一个规范字对应多个繁体字（或传承字））。
# 
# 缺少编码
# 其中有5个异体字字未进行unicode编码，分别是：
# 610_1_3	⿰韋刄 	
# 1360_0_1	⿰王冊 # 1360_0_1可认同到“珊”（参考港台字形，同码异形）
# 2424_0_2	⿰氵⿱⿻夕丶缶 # 2424_0_2疑似可以认同到“滛”U+6EDB，参考校编本《第一批异体字整理表》，顾雪枫 编著，苏州大学出版社
# 3317_0_2	⿰扌㕘	# 3317_0_2疑似可以认同到“撡”U+64A1，参考《语言文字规范标准 (教育部语言文字信息管理司组编)》 
# 4225_0_1	⿰口芉	# 4225_0_1疑似可以认同到“哶”U+54F6

# 序号	汉字	Unicode		
5992	糍	U+7CCD
5992_0_1	餈	U+9908
5993	糅	U+7CC5
5994	熜	U+719C
5995	熵	U+71B5
5996	熠	U+71A0
5997	澍	U+6F8D
5998	澌	U+6F8C
5999	潸	U+6F78
6000	潦	U+6F66
6001	潲	U+6F72
6002	鋈	U+92C8
6003	潟	U+6F5F
6004	潼	U+6F7C
6005	潺	U+6F7A
6006	憬	U+61AC
6007	憧	U+61A7
6008	寮	U+5BEE
6009	窳	U+7AB3
6010	谳	U+8C33
6010_1	讞	U+8B9E
6011	褴	U+8934
6011_1	襤	U+8964
6012	褟	U+891F
6013	褫	U+892B
6014	谵	U+8C35
6014_1	譫	U+8B6B
6015	熨	U+71A8
6016	屦	U+5C66
6016_1	屨	U+5C68
6017	嬉	U+5B09
6018	勰	U+52F0
6019	戮	U+622E
6019_0_1	剹	U+5279
6020	蝥	U+8765
6021	缬	U+7F2C
6021_1	纈	U+7E88
6022	缮	U+7F2E
6022_1	繕	U+7E55
6023	缯	U+7F2F
6023_1	繒	U+7E52
6024	骣	U+9AA3
6024_1	驏	U+9A4F
6025	畿	U+757F
6026	耩	U+8029
6027	耨	U+8028
6028	耪	U+802A
6029	璞	U+749E
6030	璟	U+749F
6031	靛	U+975B
6032	璠	U+74A0
6033	璘	U+7498
6034	聱	U+8071
6035	螯	U+87AF
6036	髻	U+9AFB
6037	髭	U+9AED
6038	髹	U+9AF9
6039	擀	U+64C0
6040	熹	U+71B9
6041	甏	U+750F
6042	擞	U+64DE
6042_1	擻	U+64FB
6043	縠	U+7E20
6044	磬	U+78EC
6045	颞	U+989E
6045_1	顳	U+9873
6046	蕻	U+857B
6047	鞘	U+9798
6048	颟	U+989F
6048_1	顢	U+9862
6049	薤	U+85A4
6050	薨	U+85A8
6051	檠	U+6AA0
6052	薏	U+858F
6053	薮	U+85AE
6053_1	藪	U+85EA
6054	薜	U+859C
6055	薅	U+8585
6056	樾	U+6A3E
6057	橛	U+6A5B
6057_0_1	橜	U+6A5C
6058	橇	U+6A47
6059	樵	U+6A35
6060	檎	U+6A8E
6061	橹	U+6A79
6061_1	櫓	U+6AD3
6061_1_1	樐	U+6A10
6061_1_2	㯭	U+3BED
6061_1_3	艣	U+8263
6061_1_4	艪	U+826A
6062	樽	U+6A3D
6062_0_1	罇	U+7F47
6063	樨	U+6A28
6064	橼	U+6A7C
6064_1	櫞	U+6ADE
6065	墼	U+58BC
6066	橐	U+6A50
6067	翮	U+7FEE
6068	醛	U+919B
6069	醐	U+9190
6070	醍	U+918D
6071	醚	U+919A
6072	磲	U+78F2
6073	赝	U+8D5D
6073_1	贋	U+8D0B
6073_1_1	贗	U+8D17
6074	飙	U+98D9
6074_1	飆	U+98C6
6075	殪	U+6BAA
6076	霖	U+9716
6077	霏	U+970F
6078	霓	U+9713
6078_0_1	蜺	U+873A
6079	錾	U+933E
6079_1	鏨	U+93E8
6080	辚	U+8F9A
6080_1	轔	U+8F54
6081	臻	U+81FB
6082	遽	U+907D
6083	氅	U+6C05
6084	瞟	U+779F
6085	瞠	U+77A0
6086	瞰	U+77B0
6086_0_1	矙	U+77D9
6087	嚄	U+5684
6088	嚆	U+5686
6089	噤	U+5664
6090	暾	U+66BE
6091	蹀	U+8E40
6092	踹	U+8E39
6093	踵	U+8E35
6094	踽	U+8E3D
6095	蹉	U+8E49
6096	蹁	U+8E41
6097	螨	U+87A8
6097_1	蟎	U+87CE
6098	蟒	U+87D2
6099	螈	U+8788
6100	螅	U+8785
6101	螭	U+87AD
6102	螠	U+87A0
6103	螟	U+879F
6104	噱	U+5671
6105	噬	U+566C
6106	噫	U+566B
6107	噻	U+567B
6108	噼	U+567C
6109	罹	U+7F79
6110	圜	U+571C
6111	䦃	U+4983
6111_1	鐯	U+942F
6112	镖	U+9556
6112_1	鏢	U+93E2
6113	镗	U+9557
6113_1	鏜	U+93DC
6114	镘	U+9558
6114_1	鏝	U+93DD
6115	镚	U+955A
6115_1	鏰	U+93F0
6116	镛	U+955B
6116_1	鏞	U+93DE
6117	镝	U+955D
6117_1	鏑	U+93D1
6118	镞	U+955E
6118_1	鏃	U+93C3
6119	镠	U+9560
6119_1	鏐	U+93D0
6120	氇	U+6C07
6120_1	氌	U+6C0C
6121	氆	U+6C06
6122	憩	U+61A9
6122_0_1	憇	U+6187
6123	穑	U+7A51
6123_1	穡	U+7A61
6124	篝	U+7BDD
6125	篥	U+7BE5
6126	篦	U+7BE6
6127	篪	U+7BEA
6128	篙	U+7BD9
6129	盥	U+76E5
6130	劓	U+5293
6131	翱	U+7FF1
6131_0_1	翺	U+7FFA
6132	魉	U+9B49
6132_1	魎	U+9B4E
6133	魈	U+9B48
6134	徼	U+5FBC
6135	歙	U+6B59
6136	膳	U+81B3
6136_0_1	饍	U+994D
6137	膦	U+81A6
6138	膙	U+8199
6139	鲮	U+9CAE
6139_1	鯪	U+9BEA
6140	鲱	U+9CB1
6140_1	鯡	U+9BE1
6141	鲲	U+9CB2
6141_1	鯤	U+9BE4
6142	鲳	U+9CB3
6142_1	鯧	U+9BE7
6143	鲴	U+9CB4
6143_1	鯝	U+9BDD
6144	鲵	U+9CB5
6144_1	鯢	U+9BE2
6145	鲷	U+9CB7
6145_1	鯛	U+9BDB
6146	鲻	U+9CBB
6146_1	鯔	U+9BD4
6147	獴	U+7374
6148	獭	U+736D
6148_1	獺	U+737A
6149	獬	U+736C
6150	邂	U+9082
6151	鹧	U+9E67
6151_1	鷓	U+9DD3
6152	廨	U+5EE8
6153	赟	U+8D5F
6153_1	贇	U+8D07
6154	瘰	U+7630
6155	廪	U+5EEA
6156	瘿	U+763F
6156_1	癭	U+766D
6157	瘵	U+7635
6158	瘴	U+7634
6159	癃	U+7643
6160	瘳	U+7633
6161	斓	U+6593
6161_1	斕	U+6595
6162	麇	U+9E87
6163	麈	U+9E88
6164	嬴	U+5B34
6165	壅	U+58C5
6166	羲	U+7FB2
6167	糗	U+7CD7
6168	瞥	U+77A5
6169	甑	U+7511
6170	燎	U+71CE
6171	燠	U+71E0
6172	燔	U+71D4
6173	燧	U+71E7
6174	濑	U+6FD1
6174_1	瀨	U+7028
6175	濉	U+6FC9
6176	潞	U+6F5E
6177	澧	U+6FA7
6178	澹	U+6FB9
6179	澥	U+6FA5
6180	澶	U+6FB6
6181	濂	U+6FC2
6182	褰	U+8930
6183	寰	U+5BF0
6184	窸	U+7AB8
6185	褶	U+8936
6186	禧	U+79A7
6187	嬖	U+5B16
6188	犟	U+729F
6189	隰	U+96B0
6190	嬗	U+5B17
6191	颡	U+98A1
6191_1	顙	U+9859
6192	缱	U+7F31
6192_1	繾	U+7E7E
6193	缲	U+7F32
6193_1	繰	U+7E70
6194	缳	U+7F33
6194_1	繯	U+7E6F
6195	璨	U+74A8
6196	璩	U+74A9
6197	璐	U+7490
6198	璪	U+74AA
6199	螫	U+87AB
6200	擤	U+64E4
6201	壕	U+58D5
6202	觳	U+89F3
6203	罄	U+7F44
6204	擢	U+64E2
6205	薹	U+85B9
6206	鞡	U+97A1
6207	鞬	U+97AC
6208	薷	U+85B7
6209	薰	U+85B0
6210	藓	U+85D3
6210_1	蘚	U+861A
6211	藁	U+85C1
6212	檄	U+6A84
6213	檩	U+6AA9
6214	懋	U+61CB
6215	醢	U+91A2
6216	翳	U+7FF3
6216_0_1	瞖	U+7796
6217	礅	U+7905
6218	磴	U+78F4
6219	鹩	U+9E69
6219_1	鷯	U+9DEF
6220	龋	U+9F8B
6220_1	齲	U+9F72
6221	龌	U+9F8C
6221_1	齷	U+9F77
6222	豳	U+8C73
6223	壑	U+58D1
6224	黻	U+9EFB
6225	嚏	U+568F
6226	嚅	U+5685
6227	蹑	U+8E51
6227_1	躡	U+8EA1
6228	蹒	U+8E52
6228_1	蹣	U+8E63
6229	蹊	U+8E4A
6230	蟥	U+87E5
6231	螬	U+87AC
6232	螵	U+87B5
6233	疃	U+7583
6234	螳	U+87B3
6235	蟑	U+87D1
6236	嚓	U+5693
6237	羁	U+7F81
6237_1	羈	U+7F88
6237_1_1	覊	U+898A
6238	罽	U+7F7D
6239	罾	U+7F7E
6240	嶷	U+5DB7
6241	黜	U+9EDC
6242	黝	U+9EDD
6243	髁	U+9AC1
6244	髀	U+9AC0
6245	镡	U+9561
6245_1	鐔	U+9414
6246	镢	U+9562
6246_1	鐝	U+941D
6247	镣	U+9563
6247_1	鐐	U+9410
6248	镦	U+9566
6248_1	鐓	U+9413
6249	镧	U+9567
6249_1	鑭	U+946D
6250	镩	U+9569
6250_1	鑹	U+9479
6251	镪	U+956A
6251_1	鏹	U+93F9
6252	镫	U+956B
6252_1	鐙	U+9419
6253	罅	U+7F45
6254	黏	U+9ECF
6255	簌	U+7C0C
6256	篾	U+7BFE
6257	篼	U+7BFC
6258	簖	U+7C16
6258_1	籪	U+7C6A
6259	簋	U+7C0B
6260	鼢	U+9F22
6261	黛	U+9EDB
6262	儡	U+5121
6263	鹪	U+9E6A
6263_1	鷦	U+9DE6
6264	鼾	U+9F3E
6265	皤	U+76A4
6266	魍	U+9B4D
6267	龠	U+9FA0
6268	繇	U+7E47
6269	貘	U+8C98
6270	邈	U+9088
6271	貔	U+8C94
6272	臌	U+81CC
6273	膻	U+81BB
6273_0_1	羴	U+7FB4
6273_0_2	羶	U+7FB6
6274	臆	U+81C6
6275	臃	U+81C3
6276	鲼	U+9CBC
6276_1	鱝	U+9C5D
6277	鲽	U+9CBD
6277_1	鰈	U+9C08
6278	鳀	U+9CC0
6278_1	鯷	U+9BF7
6279	鳃	U+9CC3
6279_1	鰓	U+9C13
6280	鳅	U+9CC5
6280_1	鰍	U+9C0D
6280_1_1	鰌	U+9C0C
6281	鳇	U+9CC7
6281_1	鰉	U+9C09
6282	鳊	U+9CCA
6282_1	鯿	U+9BFF
6283	螽	U+87BD
6284	燮	U+71EE
6284_0_1	爕	U+7215
6285	鹫	U+9E6B
6285_1	鷲	U+9DF2
6286	襄	U+8944
6287	糜	U+7CDC
6288	縻	U+7E3B
6289	膺	U+81BA
6290	癍	U+764D
6291	麋	U+9E8B
6292	懑	U+61D1
6292_1	懣	U+61E3
6293	濡	U+6FE1
6294	濮	U+6FEE
6295	濞	U+6FDE
6296	濠	U+6FE0
6297	濯	U+6FEF
6298	蹇	U+8E47
6299	謇	U+8B07
6300	邃	U+9083
6301	襁	U+8941
6301_0_1	繦	U+7E66
6302	檗	U+6A97
6303	擘	U+64D8
6304	孺	U+5B7A
6305	隳	U+96B3
6306	嬷	U+5B37
6307	蟊	U+87CA
6308	鹬	U+9E6C
6308_1	鷸	U+9DF8
6309	鍪	U+936A
6310	鏊	U+93CA
6311	鳌	U+9CCC
6311_1	鰲	U+9C32
6311_1_1	鼇	U+9F07
6312	鬈	U+9B08
6313	鬃	U+9B03
6313_0_1	騌	U+9A0C
6313_0_2	鬉	U+9B09
6313_0_3	騣	U+9A23
6314	瞽	U+77BD
6315	鞯	U+97AF
6315_1	韉	U+97C9
6316	鞨	U+97A8
6317	鞫	U+97AB
6318	鞧	U+97A7
6319	鞣	U+97A3
6320	藜	U+85DC
6320_0_1	蔾	U+853E
6321	藠	U+85E0
6322	藩	U+85E9
6323	醪	U+91AA
6324	蹙	U+8E59
6325	礓	U+7913
6326	燹	U+71F9
6327	餮	U+992E
6328	瞿	U+77BF
6329	曛	U+66DB
6330	颢	U+98A2
6330_1	顥	U+9865
6331	曜	U+66DC
6332	躇	U+8E87
6333	蹚	U+8E5A
6333_0_1	䠀	U+4800
6334	鹭	U+9E6D
6334_1	鷺	U+9DFA
6335	蟛	U+87DB
6336	蟪	U+87EA
6337	蟠	U+87E0
6338	蟮	U+87EE
6339	鹮	U+9E6E
6339_1	䴉	U+4D09
6340	黠	U+9EE0
6341	黟	U+9EDF
6342	髅	U+9AC5
6342_1	髏	U+9ACF
6343	髂	U+9AC2
6344	镬	U+956C
6344_1	鑊	U+944A
6345	镭	U+956D
6345_1	鐳	U+9433
6346	镯	U+956F
6346_1	鐲	U+9432
6347	馥	U+99A5
6348	簟	U+7C1F
6349	簪	U+7C2A
6349_0_1	簮	U+7C2E
6350	鼬	U+9F2C
6351	雠	U+96E0
6351_1	讎	U+8B8E
6351_1_1	讐	U+8B90
6352	艟	U+825F
6353	鳎	U+9CCE
6353_1	鰨	U+9C28
6354	鳏	U+9CCF
6354_1	鰥	U+9C25
6355	鳐	U+9CD0
6355_1	鰩	U+9C29
6356	癞	U+765E
6356_1	癩	U+7669
6357	癔	U+7654
6358	癜	U+765C
6359	癖	U+7656
6360	糨	U+7CE8
6361	蹩	U+8E69
6362	鎏	U+938F
6363	懵	U+61F5
6364	彝	U+5F5D
6365	邋	U+908B
6366	鬏	U+9B0F
6367	攉	U+6509
6368	攒	U+6512
6368_1	攢	U+6522
6369	鞲	U+97B2
6370	鞴	U+97B4
6371	藿	U+85FF
6372	蘧	U+8627
6373	蘅	U+8605
6374	麓	U+9E93
6375	醮	U+91AE
6376	醯	U+91AF
6377	酃	U+9143
6378	霪	U+972A
6379	霭	U+972D
6379_1	靄	U+9744
6380	霨	U+9728
6381	黼	U+9EFC
6382	嚯	U+56AF
6383	蹰	U+8E70
6383_0_1	躕	U+8E95
6384	蹶	U+8E76
6385	蹽	U+8E7D
6386	蹼	U+8E7C
6387	蹴	U+8E74
6387_0_1	蹵	U+8E75
6388	蹾	U+8E7E
6389	蹿	U+8E7F
6389_1	躥	U+8EA5
6390	蠖	U+8816
6391	蠓	U+8813
6392	蟾	U+87FE
6393	蠊	U+880A
6394	黢	U+9EE2
6395	髋	U+9ACB
6395_1	髖	U+9AD6
6396	髌	U+9ACC
6396_1	髕	U+9AD5
6397	镲	U+9572
6397_1	鑔	U+9454
6398	籀	U+7C40
6399	籁	U+7C41
6399_1	籟	U+7C5F
6400	齁	U+9F41
6401	魑	U+9B51
6402	艨	U+8268
6403	鳓	U+9CD3
6403_1	鰳	U+9C33
6404	鳔	U+9CD4
6404_1	鰾	U+9C3E
6405	鳕	U+9CD5
6405_1	鱈	U+9C48
6406	鳗	U+9CD7
6406_1	鰻	U+9C3B
6407	鳙	U+9CD9
6407_1	鱅	U+9C45
6408	麒	U+9E92
6409	鏖	U+93D6
6410	羸	U+7FB8
6411	㸆	U+3E06
6412	瀚	U+701A
6413	瀣	U+7023
6414	瀛	U+701B
6415	襦	U+8966
6416	谶	U+8C36
6416_1	讖	U+8B96
6417	襞	U+895E
6418	骥	U+9AA5
6418_1	驥	U+9A65
6419	缵	U+7F35
6419_1	纘	U+7E98
6420	瓒	U+74D2
6420_1	瓚	U+74DA
6421	攘	U+6518
6422	蘩	U+8629
6423	蘖	U+8616
6424	醴	U+91B4
6425	霰	U+9730
6426	酆	U+9146
6427	矍	U+77CD
6428	曦	U+66E6
6429	躅	U+8E85
6430	鼍	U+9F0D
6430_1	鼉	U+9F09
6431	巉	U+5DC9
6432	黩	U+9EE9
6432_1	黷	U+9EF7
6433	黥	U+9EE5
6434	黪	U+9EEA
6434_1	黲	U+9EF2
6435	镳	U+9573
6435_1	鑣	U+9463
6436	镴	U+9574
6436_1	鑞	U+945E
6437	黧	U+9EE7
6438	纂	U+7E82
6438_0_1	𥲻	U+25CBB
6439	璺	U+74BA
6440	鼯	U+9F2F
6441	臜	U+81DC
6441_1	臢	U+81E2
6442	鳜	U+9CDC
6442_1	鱖	U+9C56
6443	鳝	U+9CDD
6443_1	鱔	U+9C54
6443_1_1	鱓	U+9C53
6444	鳟	U+9CDF
6444_1	鱒	U+9C52
6445	獾	U+737E
6445_0_1	䝔	U+4754
6445_0_2	貛	U+8C9B
6446	孀	U+5B40
6447	骧	U+9AA7
6447_1	驤	U+9A64
6448	瓘	U+74D8
6449	鼙	U+9F19
6450	醺	U+91BA
6451	礴	U+7934
6452	颦	U+98A6
6452_1	顰	U+9870
6453	曩	U+66E9
6454	鳢	U+9CE2
6454_1	鱧	U+9C67
6455	癫	U+766B
6455_1	癲	U+7672
6456	麝	U+9E9D
6457	夔	U+5914
6458	爝	U+721D
6459	灏	U+704F
6459_1	灝	U+705D
6460	禳	U+79B3
6461	鐾	U+943E
6462	羼	U+7FBC
6463	蠡	U+8821
6464	耱	U+8031
6465	懿	U+61FF
6466	蘸	U+8638
6467	鹳	U+9E73
6467_1	鸛	U+9E1B
6468	霾	U+973E
6469	氍	U+6C0D
6470	饕	U+9955
6471	躐	U+8E90
6472	髑	U+9AD1
6473	镵	U+9575
6473_1	鑱	U+9471
6474	穰	U+7A70
6475	饔	U+9954
6476	鬻	U+9B3B
6477	鬟	U+9B1F
6478	趱	U+8DB1
6478_1	趲	U+8DB2
6479	攫	U+652B
6480	攥	U+6525
6481	颧	U+98A7
6481_1	顴	U+9874
6482	躜	U+8E9C
6482_1	躦	U+8EA6
6483	鼹	U+9F39
6483_0_1	鼴	U+9F34
6484	癯	U+766F
6485	麟	U+9E9F
6485_0_1	麐	U+9E90
6486	蠲	U+8832
6487	蠹	U+8839
6488	躞	U+8E9E
6489	衢	U+8862
6490	鑫	U+946B
6491	灞	U+705E
6492	襻	U+897B
6493	纛	U+7E9B
6494	鬣	U+9B23
6495	攮	U+652E
6496	囔	U+56D4
6497	馕	U+9995
6497_1	饢	U+9962
6498	戆	U+6206
6498_1	戇	U+6207
6499	爨	U+7228
6500	齉	U+9F49
6501	亍	U+4E8D
6502	尢	U+5C22
6503	彳	U+5F73
6504	卬	U+536C
6505	殳	U+6BB3
6506	𠙶	U+20676
6507	毌	U+6BCC
6508	邘	U+9098
6509	戋	U+620B
6509_1	戔	U+6214
6510	圢	U+5722
6511	氕	U+6C15
6512	伋	U+4F0B
6513	仝	U+4EDD
6514	冮	U+51AE
6515	氿	U+6C3F
6516	汈	U+6C48
6517	氾	U+6C3E
6518	忉	U+5FC9
6519	宄	U+5B84
6520	𬣙	U+2C8D9
6520_1	訏	U+8A0F
6521	讱	U+8BB1
6521_1	訒	U+8A12
6522	扞	U+625E
6523	圲	U+5732
6524	圫	U+572B
6525	芏	U+828F
6526	芃	U+8283
6527	朳	U+6733
6528	朸	U+6738
6529	𨙸	U+28678
6530	邨	U+90A8
6531	吒	U+5412
6532	吖	U+5416
6533	屼	U+5C7C
6534	屾	U+5C7E
6535	辿	U+8FBF
6536	钆	U+9486
6536_1	釓	U+91D3
6537	仳	U+4EF3
6538	伣	U+4F23
6538_1	俔	U+4FD4
6539	伈	U+4F08
6540	癿	U+767F
6541	甪	U+752A
6542	邠	U+90A0
6543	犴	U+72B4
6544	冱	U+51B1
6545	邡	U+90A1
6546	闫	U+95EB
6546_1	閆	U+9586
6547	𬇕	U+2C1D5
6547_1	澫	U+6FAB
6548	汋	U+6C4B
6549	䜣	U+4723
6549_1	訢	U+8A22
6550	讻	U+8BBB
6550_1	訩	U+8A29
6551	𬣞	U+2C8DE
6551_1	詝	U+8A5D
6552	孖	U+5B56
6553	𬘓	U+2C613
6553_1	紃	U+7D03
6554	纩	U+7EA9
6554_1	纊	U+7E8A
6555	玒	U+7392
6556	玓	U+7393
6557	玘	U+7398
6558	玚	U+739A
6558_1	瑒	U+7452
6559	刬	U+522C
6559_1	剗	U+5257
6560	𫭟	U+2BB5F
6560_1	塸	U+5878
6561	坜	U+575C
6561_1	壢	U+58E2
6562	坉	U+5749
6563	扽	U+627D
6564	𫭢	U+2BB62
6564_1	埨	U+57E8
6565	坋	U+574B
6566	扺	U+627A
6567	㧑	U+39D1
6567_1	撝	U+649D
6568	毐	U+6BD0
6569	芰	U+82B0
6570	芣	U+82A3
6571	苊	U+82CA
6572	苉	U+82C9
6573	芘	U+8298
6574	芴	U+82B4
6575	芠	U+82A0
6576	𫇭	U+2B1ED
6576_1	蔿	U+853F
6577	芤	U+82A4
6578	杕	U+6755
6579	杙	U+6759
6580	杄	U+6744
6581	杧	U+6767
6582	杩	U+6769
6582_1	榪	U+69AA
6583	尪	U+5C2A
6584	尨	U+5C28
6585	轪	U+8F6A
6585_1	軑	U+8ED1
6586	𫐄	U+2B404
6586_1	軏	U+8ECF
6587	坒	U+5752
6588	芈	U+8288
6589	旴	U+65F4
6590	旵	U+65F5
6591	呙	U+5459
6591_1	咼	U+54BC
6592	㕮	U+356E
6593	岍	U+5C8D
6594	𫵷	U+2BD77
6594_1	㠣	U+3823
6595	岠	U+5CA0
6596	岜	U+5C9C
6597	呇	U+5447
6598	冏	U+518F
6599	觃	U+89C3
6599_1	覎	U+898E
6600	岙	U+5C99
6601	伾	U+4F3E
6602	㑇	U+3447
6602_1	㑳	U+3473
6603	伭	U+4F2D
6604	佖	U+4F56
6605	伲	U+4F32
6606	佁	U+4F41
6607	飏	U+98CF
6607_1	颺	U+98BA
6608	狃	U+72C3
6609	闶	U+95F6
6609_1	閌	U+958C
6610	汧	U+6C67
6611	汫	U+6C6B
6612	𣲘	U+23C98
6612_1	潕	U+6F55
6613	𣲗	U+23C97
6613_1	湋	U+6E4B
6614	沄	U+6C84
6614_1	澐	U+6F90
6615	沘	U+6C98
6616	𬇙	U+2C1D9
6616_1	浿	U+6D7F
6617	汭	U+6C6D
6618	㳇	U+3CC7
6619	沇	U+6C87
6620	忮	U+5FEE
6621	忳	U+5FF3
6622	忺	U+5FFA
6623	𬣡	U+2C8E1
6623_1	諓	U+8AD3
6624	祃	U+7943
6624_1	禡	U+79A1
6625	诇	U+8BC7
6625_1	詗	U+8A57
6626	邲	U+90B2
6627	诎	U+8BCE
6627_1	詘	U+8A58
6628	诐	U+8BD0
6628_1	詖	U+8A56
6629	屃	U+5C43
6629_1	屓	U+5C53
6630	𫸩	U+2BE29
6630_1	彄	U+5F44
6631	岊	U+5C8A
6632	阽	U+963D
6633	䢺	U+48BA
6634	阼	U+963C
6635	妧	U+59A7
6636	妘	U+5998
6637	𨚕	U+28695
6638	纮	U+7EAE
6638_1	紘	U+7D18
6639	驲	U+9A72
6639_1	馹	U+99B9
6640	𫘜	U+2B61C
6640_1	馼	U+99BC
6641	纻	U+7EBB
6641_1	紵	U+7D35
6642	𬘘	U+2C618
6642_1	紞	U+7D1E
6643	𫘝	U+2B61D
6643_1	駃	U+99C3
6644	纼	U+7EBC
6644_1	紖	U+7D16
6645	玤	U+73A4
6646	玞	U+739E
6647	玱	U+73B1
6647_1	瑲	U+7472
6648	玟	U+739F
6649	邽	U+90BD
6650	邿	U+90BF
6651	坥	U+5765
6652	坰	U+5770
6653	坬	U+576C
6654	坽	U+577D
6655	弆	U+5F06
6656	耵	U+8035
6657	䢼	U+48BC
6658	𦭜	U+26B5C
6659	茋	U+830B
6660	苧	U+82E7
6660_1	薴	U+85B4
6661	苾	U+82FE
6662	苠	U+82E0
6663	枅	U+6785
6664	㭎	U+3B4E
6664_1	棡	U+68E1
6665	枘	U+6798
6666	枍	U+678D
6667	矼	U+77FC
6668	矻	U+77FB
6669	匼	U+533C
6670	𬨂	U+2CA02
6670_1	軝	U+8EDD
6671	𬀩	U+2C029
6671_1	暐	U+6690
6672	𬀪	U+2C02A
6672_1	晛	U+665B
6673	旿	U+65FF
6674	昇	U+6607
6675	昄	U+6604
6676	昒	U+6612
6677	昈	U+6608
6678	咉	U+5489
6679	咇	U+5487
6680	咍	U+548D
6681	岵	U+5CB5
6682	岽	U+5CBD
6682_1	崬	U+5D2C
6683	岨	U+5CA8
6684	岞	U+5C9E
6685	峂	U+5CC2
6686	㟃	U+37C3
6687	囷	U+56F7
6688	𬬩	U+2CB29
6688_1	釴	U+91F4
6689	钐	U+9490
6689_1	釤	U+91E4
6690	钔	U+9494
6690_1	鍆	U+9346
6691	钖	U+9496
6691_1	鍚	U+935A
6692	牥	U+7265
6693	佴	U+4F74
6694	垈	U+5788
6695	侁	U+4F81
6696	侹	U+4FB9
6697	佸	U+4F78
6698	佺	U+4F7A
6699	隹	U+96B9
6700	㑊	U+344A
6701	侂	U+4F82
6702	佽	U+4F7D
6703	侘	U+4F98
6704	郈	U+90C8
6705	舠	U+8220
6706	郐	U+90D0
6706_1	鄶	U+9136
6707	郃	U+90C3
6708	攽	U+653D
6709	肭	U+80AD
6710	肸	U+80B8
6711	肷	U+80B7
6712	狉	U+72C9
6713	狝	U+72DD
6713_1	獮	U+736E
6714	饳	U+9973
6714_1	飿	U+98FF
6715	忞	U+5FDE
6716	於	U+65BC
6717	炌	U+708C
6718	炆	U+7086
6719	泙	U+6CD9
6720	沺	U+6CBA
6721	泂	U+6CC2
6722	泜	U+6CDC
6723	泃	U+6CC3
6724	泇	U+6CC7
6725	怊	U+600A
6726	峃	U+5CC3
6726_1	嶨	U+5DA8
6727	穸	U+7A78
6728	祋	U+794B
6729	祊	U+794A
6730	𫍣	U+2B363
6730_1	詷	U+8A77
6731	𬣳	U+2C8F3
6731_1	詪	U+8A6A
6732	𬩽	U+2CA7D
6732_1	鄩	U+9129
6733	鸤	U+9E24
6733_1	鳲	U+9CF2
6734	弢	U+5F22
6735	弨	U+5F28
6736	陑	U+9651
6737	𬮿	U+2CBBF
6737_1	隑	U+9691
6738	陎	U+964E
6739	𬯀	U+2CBC0
6739_1	隮	U+96AE
6740	卺	U+537A
6741	乸	U+4E78
6742	妭	U+59AD
6743	姈	U+59C8
6744	𫰛	U+2BC1B
6744_1	娙	U+5A19
6745	迳	U+8FF3
6745_1	逕	U+9015
6746	叕	U+53D5
6747	𬳵	U+2CCF5
6747_1	駓	U+99D3
6748	驵	U+9A75
6748_1	駔	U+99D4
6749	𬳶	U+2CCF6
6749_1	駉	U+99C9
6750	䌹	U+4339
6750_1	絅	U+7D45
6751	驺	U+9A7A
6751_1	騶	U+9A36
6752	𫠊	U+2B80A
6752_1	䮄	U+4B84
6753	绋	U+7ECB
6753_1	紼	U+7D3C
6754	绐	U+7ED0
6754_1	紿	U+7D3F
6755	砉	U+7809
6756	耔	U+8014
6757	㛃	U+36C3
6758	玶	U+73B6
6759	珇	U+73C7
6760	珅	U+73C5
6761	𬍛	U+2C35B
6761_1	瓅	U+74C5
6762	珋	U+73CB
6763	玹	U+73B9
6764	珌	U+73CC
6765	玿	U+73BF
6766	韨	U+97E8
6766_1	韍	U+97CD
6767	垚	U+579A
6768	垯	U+57AF
6768_1	墶	U+58B6
6769	垙	U+5799
6770	垲	U+57B2
6770_1	塏	U+584F
6771	埏	U+57CF
6772	垍	U+578D
6773	耇	U+8007
6774	鿍	U+9FCD
6775	垎	U+578E
6776	垴	U+57B4
6777	垟	U+579F
6778	垞	U+579E
6779	挓	U+6313
6780	垵	U+57B5
6781	垏	U+578F
6782	拶	U+62F6
6783	荖	U+8356
6784	荁	U+8341
6785	荙	U+8359
6785_1	薘	U+8598
6786	荛	U+835B
6786_1	蕘	U+8558
6787	茈	U+8308
6788	茽	U+833D
6789	荄	U+8344
6790	茺	U+833A
6791	𬜬	U+2C72C
6791_1	蔄	U+8504
6792	荓	U+8353
6793	茳	U+8333
