# 常用标准汉喃字表（2023年版）表1
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# http://www.hannom-rcv.org/NS/bchnctd%20150123.pdf
# 表1共3987字（分为6级，即1、2、3、4、5、T，分别有236、355、471、470、480、1975字）
#
# 𡨸漢喃	音讀	Level	譬喻	𥱬註
# Chữ Hán Nôm	Âm đọc	Level	Thí dụ	Ghi chú

奴	NÔ	5	奴隸 nô lệ · 家奴 gia nô · 奴婢 nô tì	
駑	nô	T	駑𢴉 nô đùa · 駑𠽋 nô nức	
砮	nổ	3	㗂砮 tiếng nổ · 砮縱 nổ tung · 熢砮 bùng nổ	
努	NỖ	T	努力 nỗ lực	
怒	NỘ	T	憤怒 phẫn nộ	
𦬑	nở	4	念𦬑 niềm nở · 𦬑𭍆 nở rộ	
𧴱	nợ	4	𧴱嫨 nợ nần · 遁𧴱 trốn nợ · 緣𧴱 duyên nợ	
吶	nói	1	𦖑吶 nghe nói · 㗂吶 tiếng nói · 吶哴 nói rằng	
浽	nổi	2	㵢浽 trôi nổi · 浽𢚷 nổi giận · 浽㗂 nổi tiếng	
鈉	nồi	T	鈉茶 nồi chè	
餒	nỗi	3	餒念 nỗi niềm · 噥餒 nông nỗi	
內	NỘI	2	內閣 nội các · 翁內 ông nội	
㘨	nội	T	垌㘨 đồng nội · 㘨𦹯怞怞 nội cỏ dầu dầu	𡨸異體常﨤𥪝歷史 Chữ dị thể thường gặp trong lịch sử：内
坭	nơi	3	坭生 nơi sinh · 坭其 nơi kia	
𡽫	non	4	𡶀𡽫 núi non	
𥶄	nón	T	𥶄蘿 nón lá · 𥶄𬗜絛 nón quai thao	
嫩	NỘN	T	肥嫩 phì nộn	
嫩	non	T	嫩𥘷 non trẻ · 𦹰嫩 mầm non · 𦝄嫩 trăng non	
𤎏	nóng	3	焒𤎏 lửa nóng · 𤎏煏 nóng bức	
檂	nòng	T	丐檂 cái nòng	
農	NÔNG	2	農村 nông thôn · 農業 nông nghiệp · 富農 phú nông	
噥	nông	T	噥𣴓 nông cạn · 噥浽 nông nổi	
濃	nồng	T	濃㷋 nồng đượm · 𪉽濃 mặn nồng · 濃難 nồng nàn [𠸨] · 濃熱 nồng nhiệt · 濃喏 nồng nặc · 濃度 nồng độ	
訥	nốt	T	椊訥 thốt nốt · 𫜵訥𠫾 làm nốt đi · 訥圇 nốt tròn [摱]	
訥	nót	T	𠼶訥 nắn nót [𠸨]	
脺	nốt	T	脺𧋆 nốt ruồi	
𦬻	nụ	4	𦬻花 nụ hoa · 𠬠𦬻唭 một nụ cười	
女	NỮ	2	男女 nam nữ · 女界 nữ giới · 婦女 phụ nữ · 少女 thiếu nữ	
孥	nua	T	𫅷孥 già nua	
姅	nửa	4	𠬠姅 một nửa · 姅𣎀 nửa đêm · 姅𠁀 nửa đời	
𡛤	nữa	2	𡀳𡛤 còn nữa · 添𡛤 thêm nữa · 欣𡛤 hơn nữa	𡨸異體常﨤𥪝歷史 Chữ dị thể thường gặp trong lịch sử：女、姅
𠽋	nức	5	駑𠽋 nô nức	
𡶀	núi	3	頂𡶀 đỉnh núi · 𡶀𥒥 núi đá · 𡶀𡽫 núi non	
燶	nung	T	燶𤒘 nung đúc	
渃	nước	1	㕵渃 uống nước · 渃外 nước ngoài · 渃咹𢬣 nước ăn tay	
𩝺	nuôi	3	𩝺饢 nuôi nấng [𠸨] · 𦜘𩝺 vú nuôi · 㛪 𩝺 em nuôi	
𢗉	nuối	T	惜𢗉 tiếc nuối	
埌	nương	T	𬏇埌 ruộng nương · 埌𡵆 nương rẫy	
娘	NƯƠNG	5	姑娘 cô nương · 娘娘 nương nương	
娘	nàng	5	娘仙 nàng tiên · 娘妯 nàng dâu	
𤓢	nướng	T	𤍇𤓢 nấu nướng	
𠸂	nuốt	T	𠸂喠 nuốt trọng	
𨨷	nút	T	紩𨨷 thắt nút	
㘿	nứt	T	𡐙㘿 đất nứt · 䃹㘿 rạn nứt · 㘿𦕗 nứt nẻ	
俄	NGA	T	聯邦俄 Liên bang Nga	
哦	NGA	T	吟哦 ngâm nga	
娥	NGA	T	仙娥 tiên nga · 𫰟娥 Hằng Nga	
峨	NGA	T	巍峨 nguy nga	
鵝	NGA	T	天鵝 thiên nga	
㧴	ngả	T	㧴𠶐 ngả nghiêng	
玡	ngà	T	玉玡 ngọc ngà · 塔玡 tháp ngà · 坡㴜玡 Bờ Biển Ngà	
我	NGÃ	T	本我 bản ngã	
𨁟	ngã	4	𨁟𬺗 ngã xuống · 𨁟𡂂 ngã ngửa · 𨁟四 ngã tư · 𨁪𨁟 dấu ngã	
愕	NGẠC	5	愕然 ngạc nhiên · 驚愕 kinh ngạc	
愕	ngác	5	𢠐愕 ngơ ngác	
額	NGẠCH	T	外額 ngoại ngạch · 金額 kim ngạch · 額堛 ngạch bậc	
皚	ngai	T	皚鐄 ngai vàng	
𧍋	ngài	T	𡥵𧍋 con ngài	
𪝯	ngài	T	各𪝯 các ngài	
懝（𪫢）	ngại	3	㥋懝 e ngại · 懝㥥 ngại ngùng · 𢥈懝 lo ngại	
礙（𪿒）	NGẠI	3	阻礙 trở ngại · 障礙 chướng ngại	
𬆄	ngay	2	𬆄𣦎 ngay thẳng · 𬆄實 ngay thật · 𬆄 𧷸 mua ngay	𡨸異體常﨤𥪝歷史 Chữ dị thể thường gặp trong lịch sử：𣦍
𣈜	ngày	1	𣈜𫢩 ngày nay · 𣈜𣎃 ngày tháng · 恆𣈜 hằng ngày	𡨸異體常﨤𥪝歷史 Chữ dị thể thường gặp trong lịch sử：𣈗
𤷙	ngây	T	𤷙悞 ngây ngô [𠸨]	
𥋴	ngắm	T	𥋴𤢇 ngắm vuốt	
澿	ngấm	T	澿渃 ngấm nước	
砛	ngầm	4	艚砛 tàu ngầm · 砛砛 ngấm ngầm [𠸨]	
𡄎	ngẫm	5	𡄎擬 ngẫm nghĩ · 研𡄎 nghiền ngẫm	
𡄎	gẫm	5		⇔ 𡄎 ngẫm
唅	ngậm	T	唅𠿯 ngậm ngùi · 唅秱 ngậm đòng	
嵃	ngàn	T	𡶀嵃 núi ngàn · 越𤂬𬦋嵃 vượt suối băng ngàn	
拫	ngăn	2	拫浱 ngăn chặn · 拫禦 ngăn ngừa	
𠦯	ngắn	3	𠦯𨱽 ngắn dài · 𠦯哎 ngắn ngủi [𠸨] ·排𢪏𠦯 bài viết ngắn · 時間𠦯 thời gian ngắn	
銀	NGÂN	2	銀行 ngân hàng · 銀兩 ngân lượng · 水銀 thuỷ ngân · 銀庫 ngân khố	
銀	ngân	2	銀哦 ngân nga	
銀	ngần	2	𤽸銀 trắng ngần	
垠	ngần	5	無垠 vô ngần · 頻垠 tần ngần	
卬	ngang	5	𨖅卬 sang ngang · 聲卬 thanh ngang	
昂	NGANG	T	昂藏 ngang tàng · 昂然 ngang nhiên ·軒昂 hiên ngang	
梗	ngành	3	𦰟梗 ngọn ngành · 梗工業 ngành công nghiệp · 共梗 cùng ngành	
梗	nhành	3		⇔ 梗 ngành
𢳆	ngào	5	𢳆糖 ngào đường · 𢳆𢶿 ngào trộn · 𠿸 𢳆 ngạt ngào [𠸨] · 𤮾𢳆 ngọt ngào [𠸨]	
傲	NGẠO	T	傲慢 ngạo mạn · 傲𢣂 ngạo nghễ · 傲逆 ngạo ngược	
汲	ngập	4	危汲 nguy ngập · 𣼼汲 tràn ngập · 汲頭 ngập đầu · 汲凝 ngập ngừng [𠸨]	
𠿸	ngạt	T	𠮾𠿸 ngột ngạt [𠸨] · 𠿸嗷 ngạt ngào [𠸨]	
扢	ngặt	T	嚴扢 nghiêm ngặt	
𡴯	ngất	T	𡴯𡗶 ngất trời	
𤴥	ngất	T	𤷙𤴥 ngây ngất · 𡴯殮 ngất lịm	
偶	NGẪU	T	配偶 phối ngẫu	
𦖑	nghe	2	𦖑𥍎 nghe ngóng · 𢠯𦖑 lắng nghe · 𦖑吶 nghe nói	
乂	NGHỆ	5	乂安 Nghệ An	
艾	nghệ	T	榘艾 củ nghệ · 艾西 nghệ tây	
藝（芸）	NGHỆ	1	藝術 nghệ thuật · 工藝 công nghệ · 才藝 tài nghệ	
藝（芸）	nghề	1	藝業 nghề nghiệp · 藝農 nghề nông	
喭	nghẹn	T	喭𢳆 nghẹn ngào	
喭	nghện	T	𥪯喭 nghễu nghện [𠸨]	
迎	NGHÊNH	T	歡迎 hoan nghênh · 恭迎 cung nghênh ·迎接 nghênh tiếp · 迎敵 nghênh địch ·迎迍 nghênh đón · 迎昂 nghênh ngang	⇔ 迎 nghinh
𠨪	nghèo	3	險𠨪 hiểm nghèo · 𠨪難 nghèo nàn · 民 𠨪 dân nghèo	𡨸異體常﨤𥪝歷史 Chữ dị thể thường gặp trong lịch sử：𫶺、 𧹅
宜	NGHI	5	便宜 tiện nghi · 適宜 thích nghi	
疑（𢯕）	NGHI	4	疑㘈 nghi ngờ · 懷疑 hoài nghi · 疑問 nghi vấn · 疑惑 nghi hoặc	
儀（𱎹）	NGHI	3	儀式 nghi thức · 禮儀 lễ nghi	
霓	nghi	T	霓𩂁 nghi ngút	
儗（𱎢）	nghỉ	3	儗𢯕 nghỉ ngơi · 儗法 nghỉ phép	
擬（𢪀）	nghĩ	2	意擬 ý nghĩ · 推擬 suy nghĩ · 𡄎擬 ngẫm nghĩ	
毅	NGHỊ	5	剛毅 cương nghị · 堅毅 kiên nghị	
誼	NGHỊ	T	友誼 hữu nghị	
議（𬢱）	NGHỊ	1	提議 đề nghị · 議院 nghị viện	
義（𱻊）	NGHĨA	1	意義 ý nghĩa · 義務 nghĩa vụ · 情義 tình nghĩa	
義（𱻊）	ngãi	1	廣義 Quảng Ngãi · 貪鐄𠬃義 tham vàng bỏ ngãi	
義（𱻊）	nghì	1	不義 bất nghì · 仍仉無義 những kẻ vô nghì	
逆	NGHỊCH	2	忤逆 ngỗ nghịch · 逆境 nghịch cảnh ·逆向 nghịch hướng · 逆子 nghịch tử ·逆賊 nghịch tặc · 叛逆 phản nghịch	
逆	nghịch	2	逆𤼔 nghịch ngợm · 𥘷逆𡐙 trẻ nghịch đất	
逆	ngược	2	忤逆 ngỗ ngược · 逆徠 ngược lại · 逆向 ngược hướng	
嚴	NGHIÊM	2	嚴毅 nghiêm nghị · 嚴整 nghiêm chỉnh ·嚴明 nghiêm minh · 嚴禁 nghiêm cấm ·莊嚴 trang nghiêm	
嚴	ngổm	2	覽嚴 lổm ngổm [𠸨]	
驗	NGHIỆM	2	效驗 hiệu nghiệm · 測驗 trắc nghiệm ·檢驗 kiểm nghiệm · 經驗 kinh nghiệm ·㧗驗 thử nghiệm · 試驗 thí nghiệm · 體驗 thể nghiệm	
研	NGHIÊN	2	研究 nghiên cứu	
研	nghiền	2	研𡄎 nghiền ngẫm · 研𫇿 nghiền thuốc ·研捏𠚢 nghiền nát ra · 研𠚢勃 nghiền ra bột	
硯	NGHIÊN	T	丐硯 cái nghiên · 筆硯 bút nghiên	
𢞆	nghiện	T	戒𢞆 cai nghiện	
𢞆	nghiền	T		⇔ 𢞆 nghiện
𠶐	nghiêng	5	㧴𠶐 ngả nghiêng · 𠶐𡂂 nghiêng ngửa	
業	NGHIỆP	1	事業 sự nghiệp · 工業 công nghiệp · 同業 đồng nghiệp	
孽	NGHIỆT	5	孽報 nghiệt báo · 孽障 nghiệt chướng ·孽𨁟 nghiệt ngã [𠸨]	
𠦳	nghìn	4	𨷈𠦳 muôn nghìn · 𠦳斤撩𥾘𩯀 nghìn cân treo sợi tóc	
𠦳	ngàn	4		⇔ 𠦳 nghìn
吘	ngỏ	T	意吘 ngỏ ý · 書吘 thư ngỏ · 𠬃吘 bỏ ngỏ	
𡉦	ngõ	T	𨷯𡉦 cửa ngõ · 𢴗𡉦 dạm ngõ	
午	NGỌ	T	𣇞午 giờ Ngọ · 午𠰻 ngọ nguậy [𠸨]	
吳	NGÔ	4	𣘃吳 cây ngô · 𤊡吳 bỏng ngô · 𣱆吳 họ Ngô	
悞	ngô	T	悞倪 ngô nghê · 𤷙悞 ngây ngô [𠸨]	
梧	NGÔ	T	梧桐 ngô đồng · 魁梧 khôi ngô	
唔	ngộ	T	唔頸 ngộ nghĩnh [𠸨] · 唔唔 ngồ ngộ [𠸨]	
悟	NGỘ	5	覺悟 giác ngộ · 醒悟 tỉnh ngộ	
晤	NGỘ	T	會晤 hội ngộ	
遇	NGỘ	4	境遇 cảnh ngộ · 待遇 đãi ngộ	
誤	NGỘ	T	誤認 ngộ nhận	
𢠐	ngơ	5	𢠐慬 ngơ ngẩn	
𠽐	ngớ	T	𠽐慬 ngớ ngẩn	
㘈（𱒇）	ngờ	3	㘈掝 ngờ vực · 不㘈 bất ngờ · 疑㘈 nghi ngờ	
𢣸	ngỡ	T	𠳝𢣸 bỡ ngỡ · 𢣸𠵫 ngỡ ngàng	
𢫑	ngoái	T	𢆥𢫑 năm ngoái	
𢫑	quái	T	𢫑𦙶𥆾𢖖󠄁𨉞 quái cổ nhìn sau lưng	⇔ 𢫑 ngoái
外	NGOẠI	1	婆外 bà ngoại · 外交 ngoại giao · 對外 đối ngoại	
外	ngoài	1	邊外 bên ngoài · 外𠚢 ngoài ra	
頑	NGOAN	T	頑固 ngoan cố · 頑強 ngoan cường	
𠺿	ngoan	T	𠺿𠺿 ngoan ngoãn [𠸨] · 𠺿道 ngoan đạo	
𠺿	ngoãn	T		⇔ 𠺿 ngoan
玩	NGOẠN	T	玩目 ngoạn mục · 古玩 cổ ngoạn · 玩月 ngoạn nguyệt	
𣌴	ngoặt	T	𨀈𣌴 bước ngoặt	
玉	NGỌC	4	𡉕玉 hòn ngọc · 珠玉 châu ngọc · 玉蘭 ngọc lan · 玉女 ngọc nữ	
呆	ngốc	T	愚呆 ngu ngốc	
𣰏	ngòi	T	𣰏筆 ngòi bút	
𤀖	ngòi	T	瀧𤀖 sông ngòi	
𡾵	ngôi	3	𬨠𡾵 lên ngôi · 𡾵茹 ngôi nhà · 𡾵𣇟 ngôi sao · 𥘶塘𡾵 rẽ đường ngôi	
𡎦	ngồi	3	𡎦𬺗 ngồi xuống · 𡎦踮 ngồi xổm	
𢯕	ngơi	T	儗𢯕 nghỉ ngơi	
𤊢	ngời	T	𤏬𤊢 sáng ngời	
𠿿（𠿿󠄁）	ngợi	4	歌𠿿 ca ngợi	
𤯆	ngon	4	𤯆咹 ngon ăn	
𢭫	ngón	4	𢭫𢬣 ngón tay	
𦰟	ngọn	T	𦰟畑 ngọn đèn · 𦰟𣘃 ngọn cây · 𦰟源 ngọn nguồn	
言	NGÔN	2	寓言 ngụ ngôn · 言語 ngôn ngữ · 語言 ngữ ngôn · 七言 thất ngôn	
滚	ngổn	T	滚卬 ngổn ngang	
𥍎	ngóng	T	𥍎矓 ngóng trông	
𤮾	ngọt	4	餅𤮾 bánh ngọt · 𤮾𢳆 ngọt ngào [𠸨] · 𤮾噶 ngọt gắt [𠸨]	
兀	NGỘT	5	突兀 đột ngột	
𠮾	ngột	T	𠮾唏 ngột hơi · 𠮾𠿸 ngột ngạt [𠸨]	
愚	NGU	5	愚民 ngu dân · 愚蠢 ngu xuẩn · 愚鈍 ngu độn	
𥄬	ngủ	3	房𥄬 phòng ngủ · 𢞂𥄬 buồn ngủ · 𥄬𧻭 ngủ dậy	
五	NGŨ	4	五果 ngũ quả · 五官 ngũ quan · 五穀 ngũ cốc · 五角 ngũ giác · 五音 ngũ âm · 𨁟五 ngã ngũ	
五	kẹo	4	五 kẹo	數點𥪝㗂㑝俚𤞼。 Số đếm trong tiếng lóng lái lợn.
五	ngầu	4	四五 xí-ngầu [摱]	
伍	NGŨ	T	軍伍 quân ngũ · 入伍 nhập ngũ · 行伍 hàng ngũ	
寓	NGỤ	5	寓言 ngụ ngôn · 寓意 ngụ ý · 住寓 trú ngụ	
漁	NGƯ	5	漁翁 ngư ông · 漁業 ngư nghiệp	
語	NGỮ	2	言語 ngôn ngữ · 外語 ngoại ngữ · 語法 ngữ pháp · 國語 quốc ngữ	
語	ngứ	2	𥔲語 ngắc ngứ	
御	NGỰ	T	御醫 ngự y · 御駕 ngự giá · 御苑 ngự uyển · 御筆 ngự bút	
馭	NGỰ	4	駕馭 giá ngự	
馭	ngựa	4	𡥵馭 con ngựa · 鞍馭 yên ngựa	
禦	NGỰ	4	防禦 phòng ngự · 制禦 chế ngự	
禦	ngừa	4	拫禦 ngăn ngừa · 防禦 phòng ngừa	
𡂂	ngửa	T	𠶐𡂂 nghiêng ngửa	
獄	NGỤC	T	獄𣋁 ngục tối · 地獄 địa ngục	
𦙏	ngực	T	籠𦙏 lồng ngực · 襖𦙏 áo ngực	
危	NGUY	3	危機 nguy cơ · 危險 nguy hiểm · 危岌 nguy ngập	
巍	NGUY	T	巍峨 nguy nga	
僞	NGUỴ	T	僞裝 nguỵ trang · 賊僞 giặc nguỵ · 僞證 nguỵ chứng · 僞造 nguỵ tạo · 美僞 Mĩ nguỵ · 僞辯 nguỵ biện	
元	NGUYÊN	3	元素 nguyên tố · 多元 đa nguyên · 元音 nguyên âm · 數元 số nguyên · 元宵 nguyên tiêu · 節元旦 tết nguyên đán ·元總秘書 nguyên Tổng bí thư	"裊得使用如詞獨立、得𢪏羅 「元 nguyên」。譬喻：元主席渃 nguyên Chủ tịch nước、英些元羅農民 Anh ta nguyên là nông dân。 Nếu được sử dụng như từ độc lập, được viết là ""元 nguyên"", ví dụ: 元主席渃 nguyên Chủ tịch nước, 英些元羅農民 Anh ta nguyên là nông dân."
原	NGUYÊN	2	原則 nguyên tắc · 高原 cao nguyên · 西原 Tây Nguyên · 原子 nguyên tử · 原單 nguyên đơn · 依原 y nguyên · 原由 nguyên do	
源	NGUYÊN	3	根源 căn nguyên · 同源 đồng nguyên ·詞源 từ nguyên · 來源 lai nguyên · 財源 tài nguyên	
源	nguồn	3	源㭲 nguồn gốc · 檜源 cội nguồn	
阮	NGUYỄN	2	茹阮 nhà Nguyễn · 𣱆阮 họ Nguyễn	
願	NGUYỆN	2	意願 ý nguyện · 約願 ước nguyện · 情願 tình nguyện · 願望 nguyện vọng  ·甘願 cam nguyện	
願	nguyền	2	願嚕 nguyền rủa · 誓願 thề nguyền	
凝（𱐁）	NGƯNG	4	凝𠘃 ngưng đọng · 凝滯 ngưng trệ	
凝（𱐁）	ngừng	4	空凝 không ngừng · 汲凝 ngập ngừng [𠸨]	
虐	NGƯỢC	T	虐待 ngược đãi · 暴虐 bạo ngược	
𤾰（𤽗）	ngươi	T	各𤾰 các ngươi	
𥇹	ngươi	T	𡥵𥇹 con ngươi	
𠊛	người	1	𠊛些 người ta · 𠊛西 người tây	𡨸異體常﨤𥪝歷史 Chữ dị thể thường gặp trong lịch sử：𠊚
仰	NGƯỠNG	4	仰慕 ngưỡng mộ · 仰𨷯籔 ngưỡng cửa sổ	
仰	ngẩng	4	仰頭 ngẩng đầu · 仰𬨠 ngẩng lên	
仰	ngửng	4	仰𩈘 ngửng mặt · 仰𦙶 ngửng cổ	
丫	NHA	T	丫鬟 nha hoàn	
丫	a	T	丫鬟 a hoàn	
牙	NHA	4	牙士 nha sĩ · 牙疳 nha cam	
芽	NHA	5	芽莊 Nha Trang	
衙	NHA	T	衙門 nha môn · 衙吏 nha lại	
鴉	NHA	T	鴉片 nha phiến	
茹	nhà	1	茹住 nhà trọ · 𥪝茹 trong nhà	𡨸異體常﨤𥪝歷史 Chữ dị thể thường gặp trong lịch sử：茄
若	NHÃ	4	般若 Bát Nhã · 辱若 nhục nhã [𠸨]	
若	NHƯỢC	4	若憑 nhược bằng	
雅	NHÃ	5	儒雅 nho nhã · 雅興 nhã hứng · 清雅 thanh nhã · 雅樂 nhã nhạc · 莊雅 trang nhã · 雅𠽗 nhã nhặn [𠸨]	
岳	NHẠC	T	岳父 nhạc phụ · 五岳 ngũ nhạc	
𠯅	nhắc	5	𠯅𢬨 nhắc nhở [𠸨] · 𠯅徠 nhắc lại · 𠯅 𡀯𫇰𫜵之朱𢞂 nhắc chuyện cũ làm gì cho buồn	
𢩮	nhấc	5	𢩮𬨠 nhấc lên  · 拮𢩮 cất nhấc	
𢩮	nhắc	5		⇔ 𢩮 nhấc
㖑	nhái	T	行㖑 hàng nhái · 㖑徠 nhái lại	
𧍊	nhái	T	螠𧍊 ếch nhái	
𬦮	nhảy	4	𬦮𢱖 nhảy múa · 𢒎𬦮 bay nhảy	
𬦮	nhẩy	4		⇔ 𬦮 nhảy
啱	nhàm	T	啱𢥇 nhàm chán	
𥄮	nhắm	5	𥄮眜 nhắm mắt	
𠁪	nhằm	4	𠁪倲 nhằm đúng	
任	NHẬM	2	擔任 đảm nhậm · 任職 nhậm chức	
任	NHIỆM	2	任務 nhiệm vụ · 主任 chủ nhiệm · 補任 bổ nhiệm	"格讀𧵑「任 nhậm」爲𠼤諱時 𠸗。 Cách đọc của ""任 nhậm"" vì kiêng húy thời xưa."
顏	NHAN	5	顏色 nhan sắc · 紅顏薄命 hồng nhan bạc mệnh  · 顏顏 nhan nhản [𠸨]	
顏	nhản	5	顏顏 nhan nhản [𠸨]	
眼	NHÃN	4	眼球 nhãn cầu · 龍眼 long nhãn · 眼力 nhãn lực · 啞口啞眼 á khẩu á nhãn	
眼	nhỡn	4		⇔ 眼 nhãn
𠴍	nhắn	4	𠴍㖇 nhắn nhe [𠸨] · 𠴍啂 nhắn nhủ ·信𠴍 tin nhắn	
𠡛	nhằn	T	𤹘𠡛 nhọc nhằn · 𣝀𠡛 cằn nhằn	
人	NHÂN	1	人員 nhân viên · 夫人 phu nhân · 人本 nhân bản	
人	nhơn	1		⇔ 人 nhân
仁	NHÂN	3	仁義 nhân nghĩa · 杏仁 hạnh nhân · 籺仁 hạt nhân	
仁	nhơn	3	歸仁 Quy Nhơn	⇔ 仁 nhân
因	NHÂN	2	因果 nhân quả · 因素 nhân tố · 因本 nhân bản	
因	nhơn	2		⇔ 因 nhân
姻	NHÂN	5	婚姻 hôn nhân · 姻緣 nhân duyên	
扨	nhấn	3	扨柉彈 nhấn phím đàn	
忍	NHẪN	4	殘忍 tàn nhẫn · 忍心 nhẫn tâm · 忍耐 nhẫn nại · 隱忍 ẩn nhẫn	
忍	nhịn	4	忍忍 nhẫn nhịn · 忍𩟡 nhịn đói	
釰	nhẫn	T	釰𡠣 nhẫn cưới · 㧅釰 đeo nhẫn	
涊	nhận	T	涊沉 nhận chìm · 涊𬺗 nhận xuống	𡨸異體常﨤𥪝歷史 Chữ dị thể thường gặp trong lịch sử：忍
認	NHẬN	1	認𧡊 nhận thấy · 公認 công nhận · 認別 nhận biết · 確認 xác nhận · 認書 nhận thư	
瓖	nhàng	T	珥瓖 nhẹ nhàng [𠸨] · 廊瓖 làng nhàng	
𮞊	nhanh	3	𮞊遃 nhanh nhẹn · 精𮞊 tinh nhanh · 𧼋 𮞊 chạy nhanh · 𮞊𫏢 nhanh chóng · 𮞊 𮛢 nhanh nhạy · 𮞊智 nhanh trí · 𮞊𬨠 nhanh lên · 式咹𮞊 thức ăn nhanh	
蘔	nhánh	T	支蘔 chi nhánh · 莄蘔 cành nhánh · 蘔蘔 nhanh nhánh [𠸨]	
𤄮	nhào	T	𤄮𪵅 nhào lộn · 𨁟𤄮 ngã nhào	
入	NHẬP	2	加入 gia nhập · 入口 nhập khẩu · 入𣋆 nhập nhoạng · 入嚷 nhập nhằng [𠸨]	
㦉	nhát	T	𢝀㦉 nhút nhát · 𢤞㦉 hèn nhát · 𣼸㦉 nhớt nhát [𠸨]	
𪰇	nhặt	T	𡮈𪰇 nhỏ nhặt	
一	NHẤT	1	次一 thư nhất · 統一 thống nhất · 第一 đệ nhất · 一定 nhất định	
一	nhứt	1		⇔ 一 nhất
一	chách	1	一 chách	數點𥪝㗂㑝俚𤞼。 Số đếm trong tiếng lóng lái lợn.
日	NHẬT	2	日記 nhật kí · 及日 cập nhật · 隔日 cách nhật · 主日 Chủ nhật · 日本 Nhật Bản	
日	nhựt	2		⇔ 日 nhật
僥	nhau	1	共僥 cùng nhau · 恪僥 khác nhau	𡨸異體常﨤𥪝歷史 Chữ dị thể thường gặp trong lịch sử：饒、 𠑬
膮	nhau	T	𫈃膮 cuống nhau · 墫膮割𦠆 chôn nhau cắt rốn	
膮	rau	T		⇔ 膮 nhau
𠻼	nhậu	T	咹𠻼 ăn nhậu · 𠻼𪷴 nhậu nhẹt [𠸨]	
㖇	nhe	T	㖇𤘓 nhe nanh · 𠴍㖇 nhắn nhe [𠸨]	
唲	nhé	T	𧗱唲！ Về nhé! · 𢪏𮞊𠬠子唲！ Viết nhanh một tí nhé! · 唲𠓨頭𦓡打 nhè vào đầu mà đánh	
唲	nha	T		⇔ 唲 nhé
珥	nhẹ	3	珥瓖 nhẹ nhàng [𠸨] · 金類珥 kim loại nhẹ	
遃	nhẹn	T	𮞊遃 nhanh nhẹn	
兒	NHI	4	兒科 nhi khoa · 兒童 nhi đồng · 孤兒 cô nhi · 胎兒 thai nhi	
𠰚	nhỉ	T	𢡠咍𡗋𠰚？ Chắc hay lắm nhỉ?	
耳	NHĨ	T	木耳 mộc nhĩ · 𩓜耳 màng nhĩ · 土耳其 Thổ Nhĩ Kì	
二	NHỊ	4	第二 đệ nhị · 二元 nhị nguyên · 系二分 hệ nhị phân	
二	lái	4	二 lái	數點𥪝㗂㑝俚𤞼。 Số đếm trong tiếng lóng lái lợn.
二	nhì	4	次二 thứ nhì	
二	nái	4	二 nái	⇔ 二 lái
膩	NHỊ	5	細膩 tế nhị	
蕊	NHỊ	T	蕊花 nhị hoa · 蕊𡣨 nhị cái	
蕊	nhuỵ	T	蕊花 nhuỵ hoa	
染	NHIỄM	3	傳染 truyền nhiễm · 染病 nhiễm bệnh ·污染 ô nhiễm	
染	nhuộm	3	染襖 nhuộm áo · 廠染 xưởng nhuộm	
冉	nhiệm	4	侔冉 mầu nhiệm · 冉𪰇 nhiệm nhặt	
然	NHIÊN	1	自然 tự nhiên · 雖然 tuy nhiên	
燃	NHIÊN	5	燃料 nhiên liệu	
燃	nhen	5	燃焒 nhen lửa · 𡮈燃 nhỏ nhen [𠸨] ·䋦情㵋燃 mối tình mới nhen	
攝	NHIẾP	3	攝政 nhiếp chính · 攝影 nhiếp ảnh	
攝	xếp	3	攝𠓨 xếp vào · 𢯛攝 sắp xếp	
熱	NHIỆT	3	熱帶 nhiệt đới · 傳熱 truyền nhiệt · 熱量 nhiệt lượng · 鬧熱 náo nhiệt · 熱血 nhiệt huyết	
饒	NHIÊU	3	包饒 bao nhiêu · 翁饒 ông nhiêu · 老饒 lão nhiêu · 饒𤌳 nhiêu khê · 肥饒 phì nhiêu	
𡗉	nhiều	1	𠃣𡗉 ít nhiều · 窒𡗉 rất nhiều	
擾	NHIỄU	T	撌擾 quấy nhiễu · 擾亂 nhiễu loạn	
𥆾	nhìn	2	𥆾𧡊 nhìn thấy · 眜𥆾 mắt nhìn	
喋	nhịp	T	𠾽喋 nhộn nhịp [𠸨]	
楪	nhịp	5	扒楪 bắt nhịp · 楪瓖 nhịp nhàng · 楪心 nhịp tim	
儒	NHO	4	茹儒 nhà nho · 儒學 nho học · 儒家 nho gia · 儒教 nho giáo · 儒生 nho sinh · 儒雅 nho nhã	
㳶	nhỏ	T	㳶𠓨 nhỏ vào · 渃㳶湥 nước nhỏ giọt	
𡮈	nhỏ	3	𡮣𡮈 bé nhỏ · 𡮈𠴍 nhỏ nhắn [𠸨]	
渘	nhọ	T	𫽗渘 bôi nhọ · 渘𩈘 nhọ mặt	
壖	nhô	T	壖𬨠 nhô lên · 扖壖 nhấp nhô	
𢮫	nhổ	T	𢮫𨃝 nhổ giò · 𢮫𥢂 nhổ mạ · 誹𢮫 phỉ nhổ	
